restaurant_id,name,address,district,city,grade,cuisine,latitude,longitude,telephone,email,website,source,source_file,name_key
RES000001,BAVARIAN BARN RESTAURANT,"NO. 11, GALLE FACE COURT 02 COLOMBO",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,bavarian barn restaurant
RES000002,LORDS RESTAURANT,80B PORUTHOTA ROAD ETTHUKALA NEGOMBO,Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,lords restaurant
RES000003,NIHONBASHI RESTAURANT,"NO 11, GALLE FACE TERRACE, COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,nihonbashi restaurant
RES000004,FREE WIND RESTAURANT & BAR,"NO 1285, KANDY ROAD, PALAIYOOTHU, TRINCO MALEE",Trincomalee,,A,,,,,,,official_tourism,Restaurants.xlsx,free wind restaurant bar
RES000005,EDWIN RESTAURANT,"204, LEWIS PLACE, NEGOMBO",Gampaha,,B,,,,,,,official_tourism,Restaurants.xlsx,edwin restaurant
RES000006,DAKSHINA RESTAURANT,"154/A, KANDY RD, DALUGAMA,KELANIYA",Gampaha,,B,,,,,,,official_tourism,Restaurants.xlsx,dakshina restaurant
RES000007,KUMU KUMA CHINESE RESTAURANT,"278/2, HIGHLEVEL RD, MAHALWARAWA, PANNIPITIYA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,kumu kuma chinese restaurant
RES000008,HANSAGIRI RESTAURANT,"192 1/1, BODHIRAJA MAWATHA, COLOMBO 11",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,hansagiri restaurant
RES000009,JAYALATH INN RESTAURANT,"269, WELIGAMPITIYA JA-ELA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,jayalath inn restaurant
RES000010,GREAT WALL RESTAURANTS,"N0.03, EDWARD LANE COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,great wall restaurants
RES000011,EXCEL RESTAURANTS,"338, T.B. JAYAH MAWATHA, COLOMBO 10",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,excel restaurants
RES000012,PUBS AND PLACES- KANDY,"N0.30, GEORGE E.DE SILVA MAWATHA, KANDY",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,pubs and places kandy
RES000013,KANDOORI RESTAURANT (BERUWALA),"428, GALLE ROAD, HETTIMULLA BERUWALA",Kalutara,,A,,,,,,,official_tourism,Restaurants.xlsx,kandoori restaurant beruwala
RES000014,SENANI RESTAURANT,"NO 30,RAJAPIHILLA MAWATHA, KANDY",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,senani restaurant
RES000015,JANAHITHA RESTAURANT,"107/1 MAKOLA SOUTH, MAKOLA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,janahitha restaurant
RES000016,FLAG & WHISTLE RESTAURANT & PUB,"NO.256,SETHMIL BUILDING,5TH FLOOR,SRIMATH RAMANATHAN MAWATHA,COLOMBO 15.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,flag whistle restaurant pub
RES000017,CHANVAL RESTAURANT (MAHARAGAMA),"NO. 5/2 5/3 SRI DEWANANDA ROAD,NAWINNA,MAHARAGAMA.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,chanval restaurant maharagama
RES000018,PUBS AND PLACES - YATINUWARA,"60/1,YATINUWARA WEEDIYA,KANDY",Kandy,,B,,,,,,,official_tourism,Restaurants.xlsx,pubs and places yatinuwara
RES000019,ISHARA RESTAURANT,"NO. 278/4, RATHMALDENIYA ROAD PELANWATTA, PANNIPITIYA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,ishara restaurant
RES000020,SAYURA RESTAURANT,"BEHIND THE ECONOMICAL CENTER ALUTHPARA, DAMBULLA",Matale,,A,,,,,,,official_tourism,Restaurants.xlsx,sayura restaurant
RES000021,RANWELI RESTAURANT,"NO.99, KAUDPELELLA, MATALE",Matale,,A,,,,,,,official_tourism,Restaurants.xlsx,ranweli restaurant
RES000022,SILVER RAY RESTAURANT,"NO 18,DIPPITIGALA, LELLOPITIYA",Ratnapura,,A,,,,,,,official_tourism,Restaurants.xlsx,silver ray restaurant
RES000023,RAJA BOJUN,"LIBERTY ARCADE,NO.282,R.A. DE MEL MW,COLOMBO 03.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,raja bojun
RES000024,MINTAGE RESTAURANT & BAR,"NO154, KINYSEY ROAD, COLOMBO07",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,mintage restaurant bar
RES000025,ELEPHANT PARK RESTAURANT,"PINNAWALA, RAMBUKKANA",Kegalle,,A,,,,,,,official_tourism,Restaurants.xlsx,elephant park restaurant
RES000026,PUBS AND PLACES (BENTOTA),"NO.357,GALLE ROAD,WARAHENA BENTOTA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,pubs and places bentota
RES000027,REFRESH RESTAURANT,"NO.384, GALLE ROAD HIKKADUWA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,refresh restaurant
RES000028,GOLDEN GRILL,"NO.45, NATIONAL HOLIDAY RESORT, BENTOTA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,golden grill
RES000029,SAMAL RESTAURANT,"NO.95,MALAY STREET, COLOMBO 02",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,samal restaurant
RES000030,SIAM HOUSE THAI RESTAURANT,"NO.17, MELBOURNE AVENUE COLOMBO 04",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,siam house thai restaurant
RES000031,RAMANKA RESTAURANT,"156/3/F , NEW KANDY ROAD, BANDARAWATTA , BIYAGAMA.",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,ramanka restaurant
RES000032,PINNALANDA RESTAURANT,"PINNAWALA , RAMBUKKANA",Kegalle,,A,,,,,,,official_tourism,Restaurants.xlsx,pinnalanda restaurant
RES000033,MOUNT GRILL,"221, GALLE ROAD MOUNT LAVINIA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,mount grill
RES000034,WESTERN RESTAURANT,"NO. 668, PONNALAI ROAD ODDUMADAM JAFFNA",Jaffna,,B,,,,,,,official_tourism,Restaurants.xlsx,western restaurant
RES000035,HAVI RESTAURANT,"NO.186, BORELLA ROAD, PANNIPITIYA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,havi restaurant
RES000036,ODEL,NO.02 WARD PLACE COLOMBO 07.,Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,odel
RES000037,ABBAS RESTAURANT,"WAULAGODA, HIKKADUWA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,abbas restaurant
RES000038,AGLO RESTAURANT,"NO.271, KOHALAWAILA ROAD WELIKETIYA KELANIYA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,aglo restaurant
RES000039,THE BAY LEAF,"SHOP #5 OLD DUTCH HOSPITAL COMPLEX ECHELON SQUARE,COLOMBO-01",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,the bay leaf
RES000040,HELADIV TEA CLUB ( HTC ),"NO.08, DUTCH HOSPITAL BUILDING BANK OF CEYLON MW, PETTAH COLOMBO 01",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,heladiv tea club htc
RES000041,APEX RESTAURANT,"1173, MARADANA ROAD, COLOMBO 08",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,apex restaurant
RES000042,AUSTASIA SPORTS,"NO.290U, WEERASEKERA MAWATHA, THALAWATHUGODA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,austasia sports
RES000043,INN BY THE LAKE,"N0.36, DALADA VEEDIYA, KANDY",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,inn by the lake
RES000044,BAKELAND RESTAURANT,"335, DANDAGAMUWA , KULIYAPITIYA",Kurunegala,,A,,,,,,,official_tourism,Restaurants.xlsx,bakeland restaurant
RES000045,BAKEPS RESTAURANT,"NO.69 , NARAHENPITA ROAD NAWALA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,bakeps restaurant
RES000046,STEAM BOAT (NAWALA),"NO.14, NARAHENPITA ROAD, NAWALA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,steam boat nawala
RES000047,BAMBOO GARDEN RESTAURANT,"NO.29A , ANAGARIKA DHARMAPALA MAWATHA , KANDY",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,bamboo garden restaurant
RES000048,BAREFOOT GARDEN CAFE,"NO.706. GALLE ROAD , COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,barefoot garden cafe
RES000049,BASE ENTERTAINMENT,"NO. 340 , GALLE ROAD COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,base entertainment
RES000050,BASE VIP LOUNGE,"NO. 24, 17TH LANE , COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,base vip lounge
RES000051,BELLWAY RESTAURANT,"NO. 695 , KANDY ROAD, KELANIYA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,bellway restaurant
RES000052,SUNLIGHT GARDEN SEAFOOD RESTAURANT,"NO. 21 , ABDUL GAFOOR MAWATHA COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,sunlight garden seafood restaurant
RES000053,MOTHER'S KITCHEN,"NO.284, KATUGASTOTA RD, KANDY",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,mother s kitchen
RES000054,ROSHAN RESTAURANT,"NO.138, SIR P. RAMANATHAN RD, CHUNNAKAM",Jaffna,,A,,,,,,,official_tourism,Restaurants.xlsx,roshan restaurant
RES000055,BIJOU RESTAURANT,"NO.44, ETTUKALA, NEGOMBO",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,bijou restaurant
RES000056,BUDDES BEACH RESTAURANT,"NO.428, GALLE ROAD WEWALA HIKKADUWA",Galle,,B,,,,,,,official_tourism,Restaurants.xlsx,buddes beach restaurant
RES000057,CASAMARA CHINESE RESTAURANT,"NO.87, HIGHLEVAL RD, KOTTAWA PANNIPITIYA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,casamara chinese restaurant
RES000058,BLUE SKY RESTAURANT,"NO.168,NEW KANDY ROAD,KOTHALAWALA,KADUWELA.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,blue sky restaurant
RES000059,CHESA SWISS RESTAURENT,"NO.03, DEAL PLACE A , COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,chesa swiss restaurent
RES000060,CLOVER GRANGE,"NO. 95, KING STREET, MATALE 21000",Matale,,A,,,,,,,official_tourism,Restaurants.xlsx,clover grange
RES000061,SRI LAND TRADING RESTAURANT,"NO. 16, RAGALA RD, RIKILLAGASKADA",Nuwara Eliya,,A,,,,,,,official_tourism,Restaurants.xlsx,sri land trading restaurant
RES000062,CHOPSTICKS RESTAURANT,"NO.317/1, NAWALA RD, NAWALA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,chopsticks restaurant
RES000063,D.S.C. RESTAURANT,"NO. 206, HIGH LEVEL ROAD, AVISSAWELLA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,d s c restaurant
RES000064,COUNTRY CLUB RESTAURANT,"NO 08, BANDARANAYAKE MW, KATUBEDDA, MORATUWA",Colombo,,B,,,,,,,official_tourism,Restaurants.xlsx,country club restaurant
RES000065,CRISTAL HILL RESTAURANT,"NO.231,DAMBULLA ROAD,KIRIGALPOTHTHA,PALAPATHWALA,MATALE.",Matale,,A,,,,,,,official_tourism,Restaurants.xlsx,cristal hill restaurant
RES000066,DANIELS PUB & RESTAURANT,"NO.46, GALLE RD, AHUNGALLA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,daniels pub restaurant
RES000067,LEMON GRASS - (KOTTE),"NO. 0939 E.W PERERA MAWATHA, KOTTE ROAD,ETULE KOTTE",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,lemon grass kotte
RES000068,TASTEES BANANA,"39B PORUTHOTA ROAD, ETHTHUKALA, NEGOMBO",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,tastees banana
RES000069,PANORAMA RESTAURANT (BERUWALA),"MARADANA ROAD, MORAGALLA, BERUWALA.",Kalutara,,A,,,,,,,official_tourism,Restaurants.xlsx,panorama restaurant beruwala
RES000070,168 SEAFOOD PALACE,"NO. 08, SEAVIEW AVENUE, COLOMBO 03",Colombo,,B,,,,,,,official_tourism,Restaurants.xlsx,168 seafood palace
RES000071,AIDA RESTAURANT & BAR,"NO. 192, GALLE ROAD, BENTOTA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,aida restaurant bar
RES000072,GINZA HOHSEN JAPANESE RESTAURANT,"GINZA HOHSEN JAPANESE RESTAURANT,HILTON COLOMBO.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,ginza hohsen japanese restaurant
RES000073,AMAL VILLA RESTAURANT,"ROBOLGODA, BENTOTA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,amal villa restaurant
RES000074,KASSAPAS DREAM,"KASSAPAS DREAM,7/2,SANGAMITTA MAWATHA,KANDY",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,kassapas dream
RES000075,ALT SAABRUCKEN GERMAN RESTAURANT,"PORUTOTA ROAD, ETTUKALA, NEGOMBO",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,alt saabrucken german restaurant
RES000076,AMRITH INDIAN RESTAURANT,"NO. 147, VAJIRA ROAD, COLOMBO 05",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,amrith indian restaurant
RES000077,AMIRU RESTAURANT,"NO.37/13, PUBUDU MAWATHA, MATTEGODA, POLGASOVITA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,amiru restaurant
RES000078,ARRIRANG RESTURANT,"NO.16,ABDUL GAFFOOR MAWATHA,COLOMBO",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,arrirang resturant
RES000079,BIRDS GARDEN RESTAURANT,"NO. 50, KAUDUPELELLA, MATALE",Matale,,A,,,,,,,official_tourism,Restaurants.xlsx,birds garden restaurant
RES000080,ASTON RESTURANT & BAR,"69/1B,DAM STREET COLOMBO 12",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,aston resturant bar
RES000081,CAFE DE ARTIST,"NO. 31, HORTON PLACE, COLOMBO 07",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,cafe de artist
RES000082,CAFE JAPAN RESTAURANT,"NO. 07, 10TH LANE, COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,cafe japan restaurant
RES000083,PUBS AND PLACES - ALUTHGAMA,"NO. 09, DOUGLAS GUNAWARDENA MAWATHA, ALUTHGAMA",Kalutara,,A,,,,,,,official_tourism,Restaurants.xlsx,pubs and places aluthgama
RES000084,CRICKET CLUB CAFE,"NO.12,ERNEST DE SILVE,MAWATHA.COLOMBO 07.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,cricket club cafe
RES000085,CEY-NOR ORIENAT SEA FOOD RESTAURANT,"NO. 335/A, D.R. WIJEWARDENA MAWATHA, COLOMBO 10",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,cey nor orienat sea food restaurant
RES000086,CUBBYS RESTAURANT,"CUBBYS RESTAURANT,85,WARAGODA ROAD,KELANIYA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,cubbys restaurant
RES000087,PUBS AND PLACES (MORATUWA),"NO. 16, LADY DE SOYSA DRIVEUYANA MORATUWA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,pubs and places moratuwa
RES000088,VISRO RESTAURANT AND BAR,"362,HANWELLA ROAD,URAPOLA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,visro restaurant and bar
RES000089,DESHANI EASTERN & CHINESE RESTAURANT,"NO. 376, OLD ROAD, KOTTAWA, PANNIPITIYA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,deshani eastern chinese restaurant
RES000090,SUGAR BISTRO & WINE BAR,"NO. 77, GALLE ROAD, COLOMBO 03.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,sugar bistro wine bar
RES000091,DANSCO RESTAURANT,"NO. 20/5, GALLE ROAD, GOLUMADAMA JUNCTION, MORATUWA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,dansco restaurant
RES000092,CURRY LEAVES RESTAURANT,"NO.68.W.A.SILVA MW,COLOMBO 06",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,curry leaves restaurant
RES000093,DIAMOND REST,"NO. 315, COLOMBO ROAD, WERALUPA, RATNAPURA",Ratnapura,,A,,,,,,,official_tourism,Restaurants.xlsx,diamond rest
RES000094,DIANA CHINESE FOOD CENTRE,"NO. 23B1/1, 23B2/1 DENIYAYA ROAD, AKURESSA",Matara,,A,,,,,,,official_tourism,Restaurants.xlsx,diana chinese food centre
RES000095,DIMASHA RESTAURANT,"NO. 9-C, BANDDEGAMA ROAD, HIKKADUWA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,dimasha restaurant
RES000096,PEACH VALLEY DOUBLE HAPPY CHINESE RESTAURANT,"NO. 27 FLOWER ROAD,COLOMBO 07.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,peach valley double happy chinese restaurant
RES000097,GRAND HOLIDAY RESORT,"VENDERLAND MAWTHA,KOLINJADIYA",Puttalam,,A,,,,,,,official_tourism,Restaurants.xlsx,grand holiday resort
RES000098,DISLIN ITALIAN RESTAURANT,"NO. 571, GALLE ROAD, RAWATHAWATTA, MORATUWA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,dislin italian restaurant
RES000099,GREEN BAMBOO RESTURANT,"NO19/4,DE ABREW ROAD,KALUTHARA NORTH",Kalutara,,B,,,,,,,official_tourism,Restaurants.xlsx,green bamboo resturant
RES000100,DINESH RESTAURANT,"HANHAMUNA, MASPOTHA, KURUNEGALA",Kurunegala,,A,,,,,,,official_tourism,Restaurants.xlsx,dinesh restaurant
RES000101,GREEN CHARIOT RESTAURANT,"NO 60,NAWALAPITIYA ROAD,GAMPOLA",Kandy,,B,,,,,,,official_tourism,Restaurants.xlsx,green chariot restaurant
RES000102,SUEHIRO LANKA RESTAURANT,"AKKARAWATTA, NABETA, MELSIRIPURA, KURUNEGALA",Kurunegala,,A,,,,,,,official_tourism,Restaurants.xlsx,suehiro lanka restaurant
RES000103,E.T.S. FOODS,"NO. 21, DE VOS AVENUE, COLOMBO 04",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,e t s foods
RES000104,EAT ME CHINESEE RESTAURANT,"162,PERADENIYA ROAD,KANDY",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,eat me chinesee restaurant
RES000105,GREEN GARDEN CHAINSSE RESTAURANT,"NO.1491 N,WEERAGALA BUILDING,KOTTAWA ROAD,PANNIPITIYA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,green garden chainsse restaurant
RES000106,GREEN VIEW CHAINESE RESTAURANT,"ELLA JUNCTION,HAPUTHALE ROAD,WELLAWAYA",Moneragala,,A,,,,,,,official_tourism,Restaurants.xlsx,green view chainese restaurant
RES000107,GOODIES KITCHEN,"151/C,TEMPLERS RAOD,MOUNT LAVINIA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,goodies kitchen
RES000108,FARM HOUSE RESTAURANT,"NO.341,GALLE ROAD,HIKKADUWA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,farm house restaurant
RES000109,FLORA REGION RESTAURANT,"NO.1/71,MONARAGALA ROAD,WELLAWAYA",Moneragala,,A,,,,,,,official_tourism,Restaurants.xlsx,flora region restaurant
RES000110,GIHANS CHINESEE RESTAURANT,"656 A,HIGH LEVAL RAOD,GANGODAVILA,NUGEGODA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,gihans chinesee restaurant
RES000111,FLOWER DRUM RESTAURANT,"418,PANNIPITIYA ROAD,PELAWATTE,BATTARAMULLA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,flower drum restaurant
RES000112,FLOWER CITY CHINESE GUEST HOUSE AND RESTAURANT,"NO.26,T.G JAWARDHANA MW COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,flower city chinese guest house and restaurant
RES000113,FLOWER DRUM,"NO.26,THURSTON ROAD,COLOMBO03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,flower drum
RES000114,MANGALA RECEPTION HALL & CHINESE RESTAURANT,"NO. 329, ""MUNASINGHE MAHAL"", MAKOLA ROAD, KIRIBATHGODA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,mangala reception hall chinese restaurant
RES000115,GOLDEN MAID CHINESE RESTAURANT,"352,BASELINE ROAD,COLOMBO 9",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,golden maid chinese restaurant
RES000116,MAKRIN RESTAURANT AND BAKERY,"NO. 798, HORANA ROAD, BORALESGAMUWA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,makrin restaurant and bakery
RES000117,PUBS N PLACES -THE SHORE BY O,"43/14,OFF COLLEGE AVENUE,MOUNT LAVINIA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,pubs n places the shore by o
RES000118,HESHAN RESTAURANT,"178/1 MAHABAGE ROAD,RAGAMA",Gampaha,,B,,,,,,,official_tourism,Restaurants.xlsx,heshan restaurant
RES000119,FOOD LIFE CONCEPTS,"27A,ANAGARIKA DHARMAPALA MW,KANDY.",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,food life concepts
RES000120,NEW MAY FLOWER RESTAURANT,"NO. 5/1/1, OLD KESBAWA ROAD, NUGEGODA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,new may flower restaurant
RES000121,METHRA RESTAURANT,"NO. 179, STANLEY THILAKARATHNA MAWATHA, NUGEGODA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,methra restaurant
RES000122,FLOWER SONG RESTAURANT,"137,KOTUGODELLA VIDIYA,KANDY",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,flower song restaurant
RES000123,MALWARSHA TOURIST RESTAURANT,"NO. 245, MALWARUSHAWA, DEHIOWITA",Kegalle,,B,,,,,,,official_tourism,Restaurants.xlsx,malwarsha tourist restaurant
RES000124,FREE TOWN RESTAURANT,"NO.05,NEW BUS STAND,A-PURA",Anuradhapura,,B,,,,,,,official_tourism,Restaurants.xlsx,free town restaurant
RES000125,HAUS ATHULA RESTAURANT,"149 GALLE ROAD,BENTOTA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,haus athula restaurant
RES000126,HARITHA RESTAURANT,"86/3A,HIGH LEVAL ROAD,THUNNANA,HANWELLA.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,haritha restaurant
RES000127,JU CHUN YAN CHINESE RESTAURANT,"NO 450 B,R.A DE MEL MAWATHA,KOLLUPITIYA,COLOMBO-03",Colombo,,B,,,,,,,official_tourism,Restaurants.xlsx,ju chun yan chinese restaurant
RES000128,HANGAR BAR,"NO.62D , AT DEPARTURE/TRANSIT AREA,BIA KATUNAYAKE",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,hangar bar
RES000129,FINGARA TOWN & COUNTRY CLUB,"NO. 50/21, OLD KESBEWA ROAD, RATHTHANAPITIYA, BORALESGAMUWA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,fingara town country club
RES000130,JOLLY RESTAURANT,"NO.27,PALALY ROAD,THIRUNELVELLY,JAFFNA.",Jaffna,,A,,,,,,,official_tourism,Restaurants.xlsx,jolly restaurant
RES000131,HAN GOOK GWAN- KOREAN RESTAURANT,"NO.25,HAVELOCK ROAD,COLOMBO 5",Colombo,,B,,,,,,,official_tourism,Restaurants.xlsx,han gook gwan korean restaurant
RES000132,MLESNA TEA CASTLE,"NUWARA ELIYA ROAD, PATHANA, TALAWAKELE",Nuwara Eliya,,A,,,,,,,official_tourism,Restaurants.xlsx,mlesna tea castle
RES000133,HALCYON BEACH,"NO.11,PORUTHOTA ROAD,NEGOMBO",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,halcyon beach
RES000134,JANAKALA AVANHALA,"JANAKALA AVANHALA,KANDY ROAD,KURUNEGALA",Kurunegala,,A,,,,,,,official_tourism,Restaurants.xlsx,janakala avanhala
RES000135,H.S.RESTAURANT,"NO.103,COLOMBO ROAD,KANDANA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,h s restaurant
RES000136,J.N.A RESTAURANT AND BAR,"NO.26,KANDY ROAD,KIRIBATHGODA,KELANIYA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,j n a restaurant and bar
RES000137,J.L.H.BEACH RESTAURANT,"382/1,GALLE ROAD,HIKKADUWA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,j l h beach restaurant
RES000138,MOON RIVER CHINESE SEA FOOD RESTAURANT,"NO. 140, THIMBIRIGASYAYA ROAD, COLOMBO 05",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,moon river chinese sea food restaurant
RES000139,MOSHI MOSHI INTERNATIONAL,"NO. 594/2, GALLE ROAD, COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,moshi moshi international
RES000140,MLESNA TEA FORTRESS RESTAURANT,"NO. 445, COLOMBO ROAD, KIRIBATHKUMBURA",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,mlesna tea fortress restaurant
RES000141,NANKING DELIGHTS CHINESE RESTAURANT,"NO. 885/1A & NO. 885 1/1D, BUTHGAMUWA ROAD, GOTHATUWA, NEWTOWN",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,nanking delights chinese restaurant
RES000142,NEBULA GARDENS,"NO. 88/1, WELIPENNA ROAD, ALUTHGAMA",Galle,,B,,,,,,,official_tourism,Restaurants.xlsx,nebula gardens
RES000143,NETHMINA RESTAURANT,"NO. 31/1, DENIYAYA ROAD, AKURESSA",Matara,,B,,,,,,,official_tourism,Restaurants.xlsx,nethmina restaurant
RES000144,PUBS AND PLACES - PANADURA,"NO. 549, GALLE ROAD, PANADURA",Kalutara,,A,,,,,,,official_tourism,Restaurants.xlsx,pubs and places panadura
RES000145,NEW CITY RESTAURANT,"NO. 121, D.S. DE.S. JAYASINGHE MAWATHA, KOHUWALA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,new city restaurant
RES000146,NEW SIGIRI RESTAURANT,"EHALAGALA, SIGIRIYA",Matale,,A,,,,,,,official_tourism,Restaurants.xlsx,new sigiri restaurant
RES000147,NEW SUNSHINE RESTAURANT,"NO. 437, KANDY ROAD, KELANIYA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,new sunshine restaurant
RES000148,NEW THISARA CHINESE RESTAURANT,"NO. 22, OLD ROAD, PANNIPITIYA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,new thisara chinese restaurant
RES000149,NICAS RESTAURANT & BAR,"NO. 361, YAKKALA ROAD, BANDARAWATTA, GAMPAHA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,nicas restaurant bar
RES000150,KUDOS RESTAURANT & BAR,"206,HAVELOCK ROAD,COLOMBO-5",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,kudos restaurant bar
RES000151,NILAVELI VILLAGE RESTAURANT,"WARD NO.3, GOPALAPURAM, NILAVELI",Trincomalee,,A,,,,,,,official_tourism,Restaurants.xlsx,nilaveli village restaurant
