restaurant_id,name,address,district,city,grade,cuisine,latitude,longitude,telephone,email,website,source,source_file,name_key
RES000152,NIMANSALA RESTAURANT,"NO. 784, HIGH LEVEL ROAD, PANAGODA, HOMAGAMA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,nimansala restaurant
RES000153,KOUCHI JAPANESE RESAURANT,"265,NEW KANDY RD,KOSSWATTA,BATTARAMULLA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,kouchi japanese resaurant
RES000154,NIPUNA RESTAURANT,"NO. 57, MAIN STREET, KEGALLE",Kegalle,,A,,,,,,,official_tourism,Restaurants.xlsx,nipuna restaurant
RES000155,NIRMALA RESTAURANT,"SRI JAYAWARDENAPURA ROAD, DELDUWA, WADDUWA.",Kalutara,,A,,,,,,,official_tourism,Restaurants.xlsx,nirmala restaurant
RES000156,PUBS AND PLACES - AMBALANGODA,"NO. 281, MAIN STREET, AMBALANGODA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,pubs and places ambalangoda
RES000157,KINJOU CHINESE RESTAURANT,"33,AMARASEKARA MW,COLOMBO-05",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,kinjou chinese restaurant
RES000158,KINGS COURT TOURIST RESORT,"THURUVIYANA,PARABAVILA,POTHUHERA",Kurunegala,,A,,,,,,,official_tourism,Restaurants.xlsx,kings court tourist resort
RES000159,KING PRAWN RESTAURANT,"630.PRINCE OF WALES AVENUE,COLOMBO14",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,king prawn restaurant
RES000160,RAFFLERS RESTAURANT,"NO.35,BAGATALE ROAD,COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,rafflers restaurant
RES000161,PARADISE ROAD THE GALLERY CAFE,"NO,02,ALFRED HOUSE ROAD,COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,paradise road the gallery cafe
RES000162,NEW PARADISE TOURIST RESTAURANT,"UTHUWANKANDA, MAWANELLA",Kegalle,,A,,,,,,,official_tourism,Restaurants.xlsx,new paradise tourist restaurant
RES000163,SINHARA & COMPANY,"NO. 340, GALLE ROAD, RATMALANA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,sinhara company
RES000164,THE CINNAMON HOLIDAY RESORT,"ELPITIYA ROAD,URUGASMANHANDIYA.",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,the cinnamon holiday resort
RES000165,NOBEL RESTAURANT,"NO. 100/12, PORUTOTA ROAD, PALANGATURAI, KOCHCHIKADE",Gampaha,,B,,,,,,,official_tourism,Restaurants.xlsx,nobel restaurant
RES000166,RANGOON RESTAURANT,"NO. 298, GALLE ROAD, ALUTHGAMA",Kalutara,,B,,,,,,,official_tourism,Restaurants.xlsx,rangoon restaurant
RES000167,RAVI RESTAURANT,"NO.39,ST.ANNE'S ROAD,CHUNDIKULI,JAFFNA",Jaffna,,A,,,,,,,official_tourism,Restaurants.xlsx,ravi restaurant
RES000168,RAMPART RESTAURANT,"NO. 31, RAMPART STREET, FORT, GALLE",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,rampart restaurant
RES000169,RATHNAGIRI RASAHALA,"NO80,PUTTALAM ROAD,KURUNEGALA",Kurunegala,,B,,,,,,,official_tourism,Restaurants.xlsx,rathnagiri rasahala
RES000170,ROCK VIEW RESTAURANT,"PAHALA KADUGANNAWA,KADUGANNAWA",Kegalle,,B,,,,,,,official_tourism,Restaurants.xlsx,rock view restaurant
RES000171,RIVERSIDE PARK RESTAURANT,"REST HOUSE ROAD,HANWELLA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,riverside park restaurant
RES000172,RANMUTHU CHINESE RESTAURANT,"NO. 288/5, AVISAWELLA ROAD, MEGOA, KOLONNAWA, WELLAMPITIYA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,ranmuthu chinese restaurant
RES000173,HASARA RESTAURANT,"NO270,DADALLA,GALLE",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,hasara restaurant
RES000174,PLANET CUZENE,"NO. 143 3/2, MOUNT CITY, GALLE ROAD, MOUNT LAVINIA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,planet cuzene
RES000175,THE PUBLIC HOUSE HOTEL & RESTAURANT,"NO. 255, KANDY ROAD, WARAKAPOLA",Kegalle,,A,,,,,,,official_tourism,Restaurants.xlsx,the public house hotel restaurant
RES000176,THE PAN RESTAURANT,"NO.107,OLD NEGOMBO ROAD,WATTALA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,the pan restaurant
RES000177,SEVEN ELEVEN RESTAURANT & BAR,"1ST FLOOR,CAPITAL MALL,531MADIWELA RD,THALAWATHUGODA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,seven eleven restaurant bar
RES000178,THE MANGO TREE,"NO.82,DHARMAPALA MAWATHA,COLOMBO-03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,the mango tree
RES000179,BAYLEAF RESTAURANT,"NO.79, GEGARYS ROAD, COLOMBO 07",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,bayleaf restaurant
RES000180,PRIYANTHA CHINESE RESTAURANT,"NO. 05, NEW BAY ROAD, AKURESSA",Matara,,A,,,,,,,official_tourism,Restaurants.xlsx,priyantha chinese restaurant
RES000181,PRIYANGANI RESTAURANT,"NO. 16A, SIDE STREET, HATTON",Nuwara Eliya,,A,,,,,,,official_tourism,Restaurants.xlsx,priyangani restaurant
RES000182,THANU RESTAURANT,"KATHIOLLOI,INUVIL EAST,INUVIL.",Jaffna,,A,,,,,,,official_tourism,Restaurants.xlsx,thanu restaurant
RES000183,PRIMA TASTE MANAGED BY UPALI,"NO. 50, SRI JAYAWARDENAPURA MAWATHA, RAJAGIRIYA.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,prima taste managed by upali
RES000184,SADRA RESTAURANT,"NO.172/6,KANDY ROAD,KADAWATHA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,sadra restaurant
RES000185,SAVANNAH RESTAURANT,"NO. 385/A/1/1, NEGOMBO ROAD, WATTALA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,savannah restaurant
RES000186,SAKURA RESTAURANT,"NO. 14, RHEINLAND PLACE,COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,sakura restaurant
RES000187,SAKURA RESTAURANT,"NO. 01, OLD ROAD, AGALAWATHTHA",Kalutara,,A,,,,,,,official_tourism,Restaurants.xlsx,sakura restaurant
RES000188,SAKILA RESTAURANT,"NO. 189, KOLONNAWA ROAD, DEMATAGODA, COLOMBO 09.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,sakila restaurant
RES000189,SALIKA INN,"NO. 118, COLOMBO ROAD, KEGALLE",Kegalle,,A,,,,,,,official_tourism,Restaurants.xlsx,salika inn
RES000190,SAMANALA PARADISE RESTAURANT,"NO. 293, KANDY ROAD, GALA JUNCTION, KELANIYA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,samanala paradise restaurant
RES000191,SAMANALA RESTAURANT (KOTTE),"NO. 327, MADIWELA, KOTTE",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,samanala restaurant kotte
RES000192,SAMANALA RESTAURANT (KIRIBATHGODA),"NO. 12, KANDY ROAD, KIRIBATHGODA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,samanala restaurant kiribathgoda
RES000193,SAMANMAL CHINESE RESTAURANT,"NO. 64, UDYANA ROAD, MATARA",Matara,,A,,,,,,,official_tourism,Restaurants.xlsx,samanmal chinese restaurant
RES000194,SEA FISH RESTAURANT,"NO. 15, SRI CHITTAMPALAM A GARDENER MAWATHA, COLOMBO 02",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,sea fish restaurant
RES000195,SEA LION RESTAURANT,"NO. 25, KANDY ROAD, KIRIBATHGODA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,sea lion restaurant
RES000196,HOLLYWOOD COLOMBO,"NO. 70, HAVLOCK ROAD, COLOMBO 05",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,hollywood colombo
RES000197,BROADWAY RESTAURANT,"NO. 03 1/1, STATION ROAD, DEHIWALA.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,broadway restaurant
RES000198,PUBS AND PLACES - HOMAGAMA,"NO. 81 1/1, STATION ROAD, HOMAGAMA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,pubs and places homagama
RES000199,SHANGHAI CHINESE RESTAURANT,"NO. 90, GALLE ROAD, MOUNT LAVINIA",Colombo,,B,,,,,,,official_tourism,Restaurants.xlsx,shanghai chinese restaurant
RES000200,HOTEL 198,"NO. 198, PORUTHOTA ROAD,PALANGATHURE, KOCHCHIKADE",Gampaha,,B,,,,,,,official_tourism,Restaurants.xlsx,hotel 198
RES000201,SHAN RESTAURANT,"MARASSANA ROAD, KANDAKULA, THALATHUOYA",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,shan restaurant
RES000202,SENEK VIN RESTAURANT,"NO. 13, GALLE ROAD, AMBALANGODA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,senek vin restaurant
RES000203,SANHINDA LEISURE CENTER,"NO. 247/6, STANLEY THILAKARATHNA MAWATHA, NUGEGODA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,sanhinda leisure center
RES000204,SANJEEWA RESTAURANT,"NO. 273B, MUDUNPITAKANDA, KIRINDIWELA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,sanjeewa restaurant
RES000205,SANORA RESTAURANT,"NO. 668, PANNIPITIYA ROAD, THALAWATUGODA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,sanora restaurant
RES000206,SANSUCHI CAFE,"NO. 189/1, NEW KANDY ROAD, WELIWERIYA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,sansuchi cafe
RES000207,SAPHIRE KAROKE RESTAURANT,"NO. 20/3, ABDUL GAFFOR MAWATHA, COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,saphire karoke restaurant
RES000208,SOPRANOS,"NO. 29, MAITLAND CRESCENT COLOMBO 07",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,sopranos
RES000209,SOLIS TOURIST RESTAURANT,"NO. 533 A, NAWALA ROAD, RAJAGIRIYA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,solis tourist restaurant
RES000210,SINTHAO CHINESE RESTAURANT,"NO. 8/1/2/2, DEHIWALA ROAD, MAHARAGAMA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,sinthao chinese restaurant
RES000211,SILVER SPOON RESTAURANT,"NO. 953, THALANGAMA SOUTH, BATTARAMULLA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,silver spoon restaurant
RES000212,SHINSHIO CHINESE RESTAURANT,"NO. 159, DUTUGAMUNU STREET, KOHUWELA, NUGEGODA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,shinshio chinese restaurant
RES000213,SHERRY LAND RESTAURANT,"NO. 74, PORUTOTA ROAD, ETTUKALA, NEGOMBO",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,sherry land restaurant
RES000214,XILATION CHINESE RESTAURANT,"NO. 126, HAVELOCK ROAD, COLOMBO 05",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,xilation chinese restaurant
RES000215,SPOON & PAN RESTAURANT,"NO. 673/1, KANDY ROAD, PELIYAGODA, PATTIYA JUNCTION-KELANIYA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,spoon pan restaurant
RES000216,SRI JAYA SADA NIKETHANAYA,"MEEGAHAPELASSA, WELIPENNAGAHAMULA",Kurunegala,,A,,,,,,,official_tourism,Restaurants.xlsx,sri jaya sada nikethanaya
RES000217,SUMIHIRI ARUNALOKA HOTEL & RESTAURANT,"NO. 504 1/1, AMBALANGODA ROAD, KURUNDUGAHA HETHEKMA, ELPITIYA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,sumihiri arunaloka hotel restaurant
RES000218,PIER 3 FLOATING RESTAURANT,"NO. 38/F, D.R. WIJEWARDANA MAWATHA, COLOMBO 10",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,pier 3 floating restaurant
RES000219,PARADISE CAFE & RESTAURANT,"NO. 68, ANURADHAPURA ROAD, THAMBUTTEGAMA",Anuradhapura,,A,,,,,,,official_tourism,Restaurants.xlsx,paradise cafe restaurant
RES000220,ROYAL PALACE RESTAURANT,"NO. 14, SENANAYAKA MAWATHA, RATNAPURA",Ratnapura,,A,,,,,,,official_tourism,Restaurants.xlsx,royal palace restaurant
RES000221,PENINSULA HOLIDAY RESTAURANT,"NO. 281, KANDY ROAD, JAFFNA",Jaffna,,A,,,,,,,official_tourism,Restaurants.xlsx,peninsula holiday restaurant
RES000222,PANORAMA RESTAURANT (KOTTAWA),"NO. 138 1/1, HIGHLEVEL ROAD, KOTTAWA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,panorama restaurant kottawa
RES000223,SIYANA AWANHALA,"NO. 133B, DISSAWATTA, HANWELLA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,siyana awanhala
RES000224,PARK STREET CAFE,"NO. 50/1, PARK STREET, COLOMBO 02",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,park street cafe
RES000225,ELEPHANT BAY RESTAURANT,"PINNAWALAWATTA, PINNAWALA",Kegalle,,A,,,,,,,official_tourism,Restaurants.xlsx,elephant bay restaurant
RES000226,UNITED RESTAURANT,"NO. 193/1, KALAPALUWAWA, RAJAGIRIYA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,united restaurant
RES000227,VAENI SEA RESTAURANT AND BAR,"NO. 25, BRASS FOUNDER STREET, COLOMBO 13",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,vaeni sea restaurant and bar
RES000228,W.H. RESTAURANT,"NO. 18, SAMARAWEERA PLACE, WELIGAMA",Matara,,A,,,,,,,official_tourism,Restaurants.xlsx,w h restaurant
RES000229,WEST INN CHINESE RESTAURANT,"NO. 192, DAM STREET, COLOMBO 12",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,west inn chinese restaurant
RES000230,WINTER RESTAURANT,"NO. 19 , UNION PLACE, COLOMBO 02",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,winter restaurant
RES000231,CHANVEL RESTAURANT (BATTARAMULLA),"NO. 181/1, MAIN STREET, BATTARAMULLA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,chanvel restaurant battaramulla
RES000232,LOTUS LEAF RESTAURANT,"NO. 466, UNION PLACE, COLOMBO 02",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,lotus leaf restaurant
RES000233,LUXMI RESTAURANT,"NO. 15, RAILWAY STATION ROAD, CHUNNAKAM",Jaffna,,A,,,,,,,official_tourism,Restaurants.xlsx,luxmi restaurant
RES000234,LYONS,"NO. 27, PERADENIYA ROAD, KANDY",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,lyons
RES000235,RODEO PUB N RESTURANT,"NO: 35,PORUTHOTA ROAD ,ETTUKALA,NEGOMBO",Gampaha,,B,,,,,,,official_tourism,Restaurants.xlsx,rodeo pub n resturant
RES000236,ROYAL PARK RESTAURANT,"NO: 115,LAKE DRIVE, RAJAGIRIYA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,royal park restaurant
RES000237,LAGOON BREEZE FOOD COURT,"NO. 664, LIYANEGEMULLA, SEEDUWA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,lagoon breeze food court
RES000238,LANKA HANAJIMA RESTAURANT,"NO. 671, PIYADIGAMA, AHANGAMA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,lanka hanajima restaurant
RES000239,LAVINIA BREEZE,"NO. 43/7, DE ALWIS AVENUE, OFF DE SERAM ROAD, MOUNT LAVINIA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,lavinia breeze
RES000240,ROYAL RESTAURANT,"102/17,MATTEGODA WATTA.MATTEGODA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,royal restaurant
RES000241,LEISUREWORLD WATER PARK,"SEETHAWAKA, KALUAGGALA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,leisureworld water park
RES000242,LETONA CAFE,"NO. 252/4,KANDY ROAD, YAKKALA.",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,letona cafe
RES000243,RUKMALI AVANHALA,"POLONNARUWA RD, MORAGASWEWA, HABARANA",Polonnaruwa,,B,,,,,,,official_tourism,Restaurants.xlsx,rukmali avanhala
RES000244,ROYAL HOST RESTAURANT,"NO 242,HIGHLEVEL ROAD,NUGEGODA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,royal host restaurant
RES000245,ROYAL GARDEN,"NO. 903/18, WILLIAM GOPALLAWA MAWATHA, KANDY",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,royal garden
RES000246,SEMONDU,"SHOPPING PRESINT, SHOP NO. 2&3, BANK OF CEYLON MAWATHA, COLOMBO 01",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,semondu
RES000247,WIP RESTAURANT,"HOTEL DEVELOPERS (LANKA) PLC, SHOPS NO. 01, OLD DUTCH HOSPITAL BUILDING, BANK OF CEYLON MAWATHA, COLOMBO 01",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,wip restaurant
RES000248,ROYAL RESTAURANT (PADAVI),"NEW TOWN,PADAVI ,SIRIPURA",Anuradhapura,,A,,,,,,,official_tourism,Restaurants.xlsx,royal restaurant padavi
RES000249,AYESHA RESTAURANT AND PUB,"GALLE ROAD,KALUWAMODARA,ALUTHGAMA",Kalutara,,A,,,,,,,official_tourism,Restaurants.xlsx,ayesha restaurant and pub
RES000250,THE SIZZLE RESTAURANT,"32,WALUKARAMA ROAD,COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,the sizzle restaurant
RES000251,GIHANS FAMILY RESTUARANT,"NO.90,S.DE.S.JAYASINGHA MAWATHA,KOHUWALA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,gihans family restuarant
RES000252,GOOD FOOD RESTAURANT,"NO 310,MODERA STREET, COLOMBO 15",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,good food restaurant
RES000253,GIRES RESTAURANT,"40, KANDY ROAD,GAMPOLA",Kandy,,B,,,,,,,official_tourism,Restaurants.xlsx,gires restaurant
RES000254,INOKA CHINEES RESTAURANT,"719,ALUTH MAWATHA ROAD, COLOMBO 15",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,inoka chinees restaurant
RES000255,ICELAND RESIDENCIES RESTAURANT,"NO.49/16, GALLE ROAD, COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,iceland residencies restaurant
RES000256,LA - TRATTORIA,"NO.80,PANNIPITIYA ROAD, BATTARAMULLA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,la trattoria
RES000257,FH HOLDINGS,"418,FIRST FLOOR,GALLE ROAD, COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,fh holdings
RES000258,OTEL RESTAURANT,"129/4, ORUTOTA ROAD,MUDUNGODA, GAMPAHA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,otel restaurant
RES000259,CO-OPERTIVE RESTAURANT,"130,GALLE ROAD, HIKKADUWA",Galle,,B,,,,,,,official_tourism,Restaurants.xlsx,co opertive restaurant
RES000260,HILDON HOUSE,"49, MADAMPITIYA ROAD, COLOMBO 15",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,hildon house
RES000261,NATURE VILLAGE AND RESTATURANT,"323/11, PAHALA BOMIRIYA, KADUWELA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,nature village and restaturant
RES000262,B.H. RESTAURANT,"N0. 464, DEANS ROAD, COLOMBO 10",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,b h restaurant
RES000263,STAR HOTEL,"NO.7, SEA STREET, COLOMBO 11",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,star hotel
RES000264,SAWADA LIVING CREATION,"284/1B,MAHARAGAMA ROAD,BORALESGAMUWA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,sawada living creation
RES000265,CLUB CONCEPT RESTAURANT,"RANDENIYA, HIRIWADUNNA, KEGALLE",Kegalle,,A,,,,,,,official_tourism,Restaurants.xlsx,club concept restaurant
RES000266,GIMHAN RESTAURANT,"NO. 259/1/1, DANISTER DE SILVA MAWATHA, COLOMBO 09",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,gimhan restaurant
RES000267,GREEN VIEW HOTEL,"NO. 06, SIRIPURA WATTA, DAMBULLA ROAD, MALSIRIPURA",Kurunegala,,A,,,,,,,official_tourism,Restaurants.xlsx,green view hotel
RES000268,HAWAI RESTAURANT & PUB,"NO. 240/32/31 A, DENZIL KOBBEKADUWA MW, KOSWATTA, BATTARAMULLA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,hawai restaurant pub
RES000269,HOTEL FRANCIS,"NO. 389, GALLE ROAD, HIKKADUWA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,hotel francis
RES000270,KENT RESTAURANT,"NO.270/2,KADUWELA ROAD,THALANGAMA NORTH,KOSWATTA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,kent restaurant
RES000271,MANGOS,"STALL NO. 1, CRESCAT BOULEVARD, GALLE ROAD, COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,mangos
RES000272,MAHARAJA PALACE RESTAURANT,"NO. 1/A, RAJAKEEYA MAWATHA, COLOMBO 07",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,maharaja palace restaurant
RES000273,RAJEEI RESTAURANT,"RAMALINGAM ROAD, THIRUNELVELLY, JAFFNA",Jaffna,,A,,,,,,,official_tourism,Restaurants.xlsx,rajeei restaurant
RES000274,RALIDIYA RESTAURANT,"PINNAWALA, RAMBUKKANA",Kegalle,,A,,,,,,,official_tourism,Restaurants.xlsx,ralidiya restaurant
RES000275,NEW RANRO RESTAURANT,"NO. 462, COLOMBO ROAD, PILIMATALAWA",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,new ranro restaurant
RES000276,RANVIYANA RESTAURANT,"NO. 319/A/01, HIGHLEVEL ROAD, GALAGEDERA, PADUKKA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,ranviyana restaurant
RES000277,NEW RANSILU RESTAURANT,"NO. 436/73, ELVITIGALA MAWATHA, COLOMBO 05",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,new ransilu restaurant
RES000278,RHYTHM & BLUES,"NO. 19/1A, DAISY VILLA AVENUE.,DUPLICATION ROAD,COLOMBO 04",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,rhythm blues
RES000279,THE DEN,"NO.418/1/1,1ST FLOOR,GALLE ROAD,COLOMBO 03.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,the den
RES000280,THE WHITE ROSE TOURIST RESTAURANT,"PORUTOTA ROAD, ETTUKALA, NEGOMBO",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,the white rose tourist restaurant
RES000281,TIVERTON CHINESE RESTAURANT,"NO. 225, COLOMBO STREET, KANDY",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,tiverton chinese restaurant
RES000282,THE PAVILION,"NO. 100/10, INDEPENDENCE AVENUE,COLOMBO-07",Colombo,,B,,,,,,,official_tourism,Restaurants.xlsx,the pavilion
RES000283,THE STATION S.U.N,"NO. 41/1, WASALA RD, DEHIWALA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,the station s u n
RES000284,PUBS AND PLACES-NAWALA,"NO. 277/3/1,STANLEY THILAKARATHNE MAWATHA,NUGEGODA.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,pubs and places nawala
RES000285,SHANGHAI TERRACE,"811, KOTTE ROAD, ETHUL KOTTE",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,shanghai terrace
RES000286,GOLDEN MERMAID HOTELS,"359,GALLE ROAD,WARAHENA ,BENTOTA",Galle,,A,,,,,,,official_tourism,Restaurants.xlsx,golden mermaid hotels
RES000287,AMBEPUSSA AVANHALA,"AMBEPUSSA,WARAKAPOLA",Kegalle,,A,,,,,,,official_tourism,Restaurants.xlsx,ambepussa avanhala
RES000288,ARPICO FOOD COURT,"679,PERADENIYA RD,KANDY",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,arpico food court
RES000289,PUBS AND PLACES (DIYAWANNA),"NO 117,BUTHGAMUWA ROAD,KOTUWEGODA.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,pubs and places diyawanna
RES000290,SUPIPI LANKA RESTAURANT & PUB,"765/B, THORANA JUNCTION, KANDY ROAD, KALANIYA",Gampaha,,B,,,,,,,official_tourism,Restaurants.xlsx,supipi lanka restaurant pub
RES000291,QBAA,"02,DE FONSEKA ROAD, COLOMBO - 05",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,qbaa
RES000292,PUBS AND PLACES (COLOMBO),"43-2/1, MAITLAND CRESCENT,COLOMBO 07.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,pubs and places colombo
RES000293,OAK RAY RESTAURANT.,"NO 09, 2ND RAJASINGHE MAWATHA, GATABE, KANDY.",Kandy,,A,,,,,,,official_tourism,Restaurants.xlsx,oak ray restaurant
RES000294,S.K RESTURANT,"URUTHIRAPURAM,PERIYAPARANTHAN,KILINOCHCHI.",Kilinochchi,,A,,,,,,,official_tourism,Restaurants.xlsx,s k resturant
RES000295,BEEHIVE BY RNR,"MS 04,RACE COURSE,REID AVENUE,COLOMBO 07.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,beehive by rnr
RES000296,SENSASIA,"NO 96/A/3,PERALANDA,RAGAMA",Gampaha,,B,,,,,,,official_tourism,Restaurants.xlsx,sensasia
RES000297,SARAVA VILLAGE,"NO. 609, GALLE ROAD, NARIGAMA, HIKKADUWA",Galle,,B,,,,,,,official_tourism,Restaurants.xlsx,sarava village
RES000298,CLEOPATRA RESTAURANT,"NO. 250 B1, R.A.DE MEL MAWATHA, COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,cleopatra restaurant
RES000299,41 SUGAR,"NO. 41 1/2, MAITLAND CRESCENT, COLOMBO 07.",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,41 sugar
RES000300,NIPUNA RESTAURANT (ALAWWA),"NO. 372, COLOMBO ROAD, KAPUWARALA, ALAWWA",Kurunegala,,A,,,,,,,official_tourism,Restaurants.xlsx,nipuna restaurant alawwa
RES000301,SOVEREIGN GERMAN RESTUARANT,"NO. 157, NAWALA ROAD, NUGEGODA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,sovereign german restuarant
RES000302,BEACH WADIYA,"NO. 02, STATION AVENUE, COLOMBO 06",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,beach wadiya
RES000303,BARS CAFE,"NO. 24, DEAL PLACE, COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,bars cafe
RES000304,MINISTRY OF CRAB,"SHOP 4, OLD DUTCH HOSPITAL BUILDING BANK OF CEYLON MAWATHA, COLOMBO FORT",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,ministry of crab
