activity_id,name,category,address,district,city,latitude,longitude,telephone,email,website,source,source_file,name_key
ACT000156,OAK-RAY WOOD CARVING,tourist_shop,"NO. 09, DEVANI RAJASINGHE MAWATHA,GETAMBE,KANDY",Kandy,,,,,,,official_tourism,Tourist Shops.xlsx,oak ray wood carving
ACT000157,PREMADASA SOUVENIRS,tourist_shop,"NO. 560,GALLE ROAD,COLOMBO 03",Colombo,,,,,,,official_tourism,Tourist Shops.xlsx,premadasa souvenirs
ACT000158,WIJAYA GEMS,tourist_shop,"NO. 730, GALLE ROAD, COLOMBO 03",Kandy,,,,,,,official_tourism,Tourist Shops.xlsx,wijaya gems
ACT000159,LANQUEENS GEMS &JEWELERS,tourist_shop,"T LANE, KALUWAMODERA, ALUTHGAMA",Kalutara,,,,,,,official_tourism,Tourist Shops.xlsx,lanqueens gems jewelers
ACT000160,ZAM HANDICRAFT,tourist_shop,"NO. 81, GALLE ROAD, COLOMBO 04",Colombo,,,,,,,official_tourism,Tourist Shops.xlsx,zam handicraft
ACT000161,ZAM HANDICRAFT,tourist_shop,"NO. 548, PERADENIYA ROAD, KANDY",Kandy,,,,,,,official_tourism,Tourist Shops.xlsx,zam handicraft
ACT000162,SILK GARDENS,tourist_shop,"NO. 935, FIRST FLOOR, PERADENIYA ROAD, KANDY",Kandy,,,,,,,official_tourism,Tourist Shops.xlsx,silk gardens
ACT000163,BATIK COLLECTION,tourist_shop,"NO.173 A1/1 (NEW # 171/1/1 RAJAPIHILLA MW,KANDY",Kandy,,,,,,,official_tourism,Tourist Shops.xlsx,batik collection
ACT000164,CEYGEMS INTERNATIIONAL -KANDY,tourist_shop,"NO.673, PERADENIYA ROAD, KANDY",Kandy,,,,,,,official_tourism,Tourist Shops.xlsx,ceygems internatiional kandy
ACT000165,UNIXINGS,tourist_shop,"208,R.A DE MEL MAWATHA,COLOMBO 03",Colombo,,,,,,,official_tourism,Tourist Shops.xlsx,unixings
ACT000166,ISLAND BATIKS,tourist_shop,"NO. 79/5, TRINCOMALE STREET, MATALE",Matale,,,,,,,official_tourism,Tourist Shops.xlsx,island batiks
ACT000167,CITY OF GEM MUSEUM,tourist_shop,"NO. 17 B, GALLE ROAD, MOLLIGODA, WADDUWA",Kalutara,,,,,,,official_tourism,Tourist Shops.xlsx,city of gem museum
ACT000168,HEMACHANDRA SILKS,tourist_shop,"935,PERADENIYA ROAD,KANDY",Kandy,,,,,,,official_tourism,Tourist Shops.xlsx,hemachandra silks
ACT000169,LAKVIDU GEM AND JEWELLERY AND UNIQUE ART GALLERY,tourist_shop,"NO 18,COLOMBO STREET,KANDY",Kandy,,,,,,,official_tourism,Tourist Shops.xlsx,lakvidu gem and jewellery and unique art gallery
ACT000170,HENRY BATIKS,tourist_shop,"SIGIRIYA ROAD, INAMALUWA, DAMBULLA",Matale,,,,,,,official_tourism,Tourist Shops.xlsx,henry batiks
ACT000171,GEMS CHAMBER-GEM BANK,tourist_shop,N.06 EHELEPOLA-GM BANK,Ratnapura,,,,,,,official_tourism,Tourist Shops.xlsx,gems chamber gem bank
ACT000172,THE EXOTIC,tourist_shop,"45,5TH LANE,COLOMBO 03",Colombo,,,,,,,official_tourism,Tourist Shops.xlsx,the exotic
ACT000173,TAPROSILK,tourist_shop,"N0.658 /A PERADENIYA ROAD, KANDY",Kandy,,,,,,,official_tourism,Tourist Shops.xlsx,taprosilk
ACT000174,HOUSE OF FASHION MEGA MALL,tourist_shop,"NO 101,D.S SENANAYAKE MW,COLOMBO 08",Colombo,,,,,,,official_tourism,Tourist Shops.xlsx,house of fashion mega mall
ACT000175,RATNAPURA GEM BUREAU,tourist_shop,"POTHGUL VIHARA MAWATHA,RATNAPURA",Ratnapura,,,,,,,official_tourism,Tourist Shops.xlsx,ratnapura gem bureau
ACT000176,LAKRUKA,tourist_shop,"KANDY TRINCOMALEE ROAD,ARANGALA,NAULA",Badulla,,,,,,,official_tourism,Tourist Shops.xlsx,lakruka
ACT000177,HANDUNI'S GEMS & JEWELLERY EXPORT,tourist_shop,"NO 312/5/2,WARATENNE,HALLOLUWA,KANDY",Kandy,,,,,,,official_tourism,Tourist Shops.xlsx,handuni s gems jewellery export
ACT000178,OAK RAY GEM & JEWELLERY,tourist_shop,"22D,DEVENI RAJASINGHE MAWATHA GATAMBE,KANDY",Kandy,,,,,,,official_tourism,Tourist Shops.xlsx,oak ray gem jewellery
ACT000179,KHIARDS,tourist_shop,"TAJ SAMUDRA HOTEL 25,GALLE FACE, COLOMBO 03",Colombo,,,,,,,official_tourism,Tourist Shops.xlsx,khiards
ACT000180,E.W.BALASURIYA & CO.,tourist_shop,"7/2,SANGAMITTA MAWATHA,KANDY",Kandy,,,,,,,official_tourism,Tourist Shops.xlsx,e w balasuriya co
ACT000181,NATURAL GEMS & GEMOLOGICAL MUSEUM,tourist_shop,"NO.530,COLOMBO ROAD,KIRIBATHKUMBURA,KANDY.",Kandy,,,,,,,official_tourism,Tourist Shops.xlsx,natural gems gemological museum
ACT000182,OAK-RAY CREATIONS BATIKS - MATALE,tourist_shop,"NO. 17, DAMBULLA ROAD, KAUDUPELALLA, MATALE",Matale,,,,,,,official_tourism,Tourist Shops.xlsx,oak ray creations batiks matale
ACT000183,RU SHI GEMS,tourist_shop,"NO149,GALLE ROAD,BAMBALAPITIYA,COLOMBO 04.",Colombo,,,,,,,official_tourism,Tourist Shops.xlsx,ru shi gems
ACT000184,BAZAAR AND COMPANY,tourist_shop,"INSIDE RIV SRI LANKA RESORT, GALLE ROAD, AHUNGALLA",Galle,,,,,,,official_tourism,Tourist Shops.xlsx,bazaar and company
ACT000185,CEYLON SAPPHIRE COLLECTION,tourist_shop,"NO. 149, COLOMBO ROAD, KALUWELLA, GALLE",Galle,,,,,,,official_tourism,Tourist Shops.xlsx,ceylon sapphire collection
ACT000186,PRIME TEA CEYLON,tourist_shop,"523/4B, SIRIKOTHA LANE, COLOMBO 03",Colombo,,,,,,,official_tourism,Tourist Shops.xlsx,prime tea ceylon
ACT000187,THE SILVER JEWELLERY SHOP,tourist_shop,"118/7,JINADASA NIYATHAPALA MAWATHA, NARAHENPITA , COLOMBO 05.",Colombo,,,,,,,official_tourism,Tourist Shops.xlsx,the silver jewellery shop
ACT000188,FINE GEM AND JEWELLERY,tourist_shop,"298B,R.A.DE MEL MAWATHA,COLOMBO 03",Colombo,,,,,,,official_tourism,Tourist Shops.xlsx,fine gem and jewellery
