accommodation_id,name,type,address,district,city,grade,rooms,latitude,longitude,telephone,email,website,source,source_file,name_key,all_source_files
ACC001173,NETHMINA GUEST HOUSE,Guest Houses,"82\35,UDARA MAWATHA,AKURESSA",Matara,Akuressa Pradeshiya Sabha,B,7,,,,,,official_tourism,Information for Accommodation.csv,nethmina guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC001174,NETHMINI GUEST & REST,Guest Houses,"1ST MILE POST ,AMPARA ROAD,SIYABALANDUWA",Moneragala,Ampara,C,15,6.918292,,,,,official_tourism,Information for Accommodation.csv,nethmini guest rest,Guest Houses.xlsx | Information for Accommodation.csv
ACC001175,NEW CASAROMANA REST,Guest Houses,"NO : 03 ,KULIYAPITIYA ROAD ,HETTIPOLA",Kurunegala,Kurunegala,B,6,,,,,,official_tourism,Information for Accommodation.csv,new casaromana rest,Guest Houses.xlsx | Information for Accommodation.csv
ACC001176,NEW CHAMARA REST,Guest Houses,"7/5,KARAUKETIYA ROAD,BALANGODA.",Ratnapura,Balangoda,B,11,6.646762,,,,,official_tourism,Information for Accommodation.csv,new chamara rest,Guest Houses.xlsx | Information for Accommodation.csv
ACC001177,NEW DRAGON RESTAURANT AND GUEST HOUSE,Guest Houses,"NO. 448, GALLE ROAD, NALLURUWA, PANADURA",Kalutara,Panadura Pradeshiya Sabha,B,5,,,,,,official_tourism,Information for Accommodation.csv,new dragon restaurant and guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC001178,NEW EVEREST CHINESE RESTAURANT AND GUEST HOUSE,Guest Houses,"NO. 11/3, MANKADA ROAD, KADAWATHA",Gampaha,Biyagama Pradeshiya Sabha,A,8,,,,,,official_tourism,Information for Accommodation.csv,new everest chinese restaurant and guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC001179,NEW GREEN INN RESTAURANT,Guest Houses,"NO.258/3, KANDY ROAD, JAFFNA",Jaffna,Jaffna,B,7,9.660209,,,,,official_tourism,Information for Accommodation.csv,new green inn restaurant,Guest Houses.xlsx | Information for Accommodation.csv
ACC001180,NEW GROSVENOR HOTEL,Guest Houses,KANDY ROAD.HELAGALA.DANOWITA,Gampaha,Madurawala Pradeshiya Sabha,A,8,,,,,,official_tourism,Information for Accommodation.csv,new grosvenor hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC001181,NEW IMPERIAL GUEST HOUSE,Guest Houses,"NO. 500, GALLE ROAD, WEWALA, HIKKADUWA",Galle,Hikkaduwa,B,5,6.127181,,,,,official_tourism,Information for Accommodation.csv,new imperial guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC001182,NEW KOTHMALE HOLIDAY RESORT,Guest Houses,"RIVER SIDE,MAWATURA,GAMPOLA.",Kandy,Gampola,A,5,7.063906,,,,,official_tourism,Information for Accommodation.csv,new kothmale holiday resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC001183,NEW MEEWELLAWA REST,Guest Houses,"577/1, 1ST LANE NIKAWERATIYA.",Kurunegala,Nikaweratiya Pradeshiya Sabha,B,5,,,,,,official_tourism,Information for Accommodation.csv,new meewellawa rest,Guest Houses.xlsx | Information for Accommodation.csv
ACC001184,NEW NATIONAL RESTAURANT AND GUEST HOUSE,Guest Houses,"39,BERA ROAD,GUNASINGHEPURA,COLOMBO 12.",Colombo,Colombo,B,5,,,,,,official_tourism,Information for Accommodation.csv,new national restaurant and guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC001185,NEW OLD DUTCH HOUSE,Bangalows,"NO 21, MIDDLE STREET, FORT, GALLE",Galle,Galle,STANDARD,6,6.028071,,,,,official_tourism,Information for Accommodation.csv,new old dutch house,Bungalows.xlsx | Information for Accommodation.csv
ACC001186,NEW PANORAMA,Guest Houses,"NO 302/1, MARADANA ROAD, MORAGALLA, BERUWALA",Kalutara,Beruwala Pradeshiya Sabha,B,9,6.457364,,,,,official_tourism,Information for Accommodation.csv,new panorama,Guest Houses.xlsx | Information for Accommodation.csv
ACC001187,NEW RAMADHA GUEST HOUSE,Guest Houses,"BATTICALOA ROAD, KADURUWELA.",Polonnaruwa,Tamankaduwa Pradeshiya Sabha,B,18,7.938499,,,,,official_tourism,Information for Accommodation.csv,new ramadha guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC001188,NEW REST INN,Bangalows,"PASSIKUDAH ROAD, KALKUDAH",Batticaloa,Batticaloa,STANDARD,4,,,,,,official_tourism,Information for Accommodation.csv,new rest inn,Bungalows.xlsx | Information for Accommodation.csv
ACC001189,NEW VIWEKA INN,Guest Houses,"NO.180, NUWARAELIYA ROAD, WELIMADA.",Badulla,Welimada Pradeshiya Sabha,B,5,,,,,,official_tourism,Information for Accommodation.csv,new viweka inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC001190,NEW WADDUWA BEACH RESORT,Guest Houses,"NO 14, RATHNAYAKA PLACE, THALPITIYA SOUTH, WADDUWA",Kalutara,Panadura Pradeshiya Sabha,A,11,6.673997,,,,,official_tourism,Information for Accommodation.csv,new wadduwa beach resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC001191,NEW YORK BEACH CLUB,Guest Houses,"PORUTHOTA ROAD,NEGAMBO",Gampaha,Negombo,C,5,7.238395,,,,,official_tourism,Information for Accommodation.csv,new york beach club,Guest Houses.xlsx | Information for Accommodation.csv
ACC001192,NICE PLACE RESTURANT & BUNGALOWS,Guest Houses,"INAMALUWA,DAMBULLA.",Matale,Dambulla Pradeshiya Sabha,A,7,7.909657,,,,,official_tourism,Information for Accommodation.csv,nice place resturant bungalows,Guest Houses.xlsx | Information for Accommodation.csv
ACC001193,NICE PLACE,Home Stay Units,"ARUGAMBAY,POTTUVIL.",Ampara,Ampara,STANDARD,3,6.8463593,,,,,official_tourism,Information for Accommodation.csv,nice place,Home Stay Units.xlsx | Information for Accommodation.csv
ACC001194,NICEVIEW HOMESTAY,Home Stay Units,"KUDUGAL PATHANA,KITHAL-ELLA,ELLA",Badulla,Ella Pradeshiya Sabha,STANDARD,3,6.866145,,,,,official_tourism,Information for Accommodation.csv,niceview homestay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC001195,NIL DIYA MANKADA SAFARI LODGE,Guest Houses,"C.D.E.PLACE,WALAWEGAMA,UDAWALAWA",Ratnapura,Embilipitiya,A,5,6.417966,,,,,official_tourism,Information for Accommodation.csv,nil diya mankada safari lodge,Guest Houses.xlsx | Information for Accommodation.csv
ACC001196,NILARA INN,Guest Houses,"AMBAGAMUWA, UDABULATHGAMA",Nuwara Eliya,Ambagamuwa Pradeshiya Sabha,A,12,,,,,,official_tourism,Information for Accommodation.csv,nilara inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC001197,NILAVELI BEACH HOTEL,Classified Hotels( 1-5 Star),"11TH MILE POST, NILAVELI, TRINCOMALEE",Trincomalee,Trincomalee,TWO,53,8.706269,,,,,official_tourism,Information for Accommodation.csv,nilaveli beach hotel,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC001198,NILAVELI BEACH RESORT,Guest Houses,"WARD NO:04,VALAIYOOTHU,IRAKKAKANDY",Trincomalee,Trincomalee,A,8,,,,,,official_tourism,Information for Accommodation.csv,nilaveli beach resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC001199,NILDIYA HOTEL,Guest Houses,"82/5 B GALLE ROAD,MOUNT LAVANIYA",Colombo,Dehiwala-Mount Lavinia,B,7,,,,,,official_tourism,Information for Accommodation.csv,nildiya hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC001200,NILWALA HOTEL,Classified Hotels( 1-5 Star),"NILWALA HOTEL, GALLE ROAD, KALUWAMODARA, ALUTHGAMA.",Kalutara,Aluthgama,ONE,10,6.439855,,,,,official_tourism,Information for Accommodation.csv,nilwala hotel,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC001201,NIMACRO,Rented Apartments,"23/1/7, HAWAII RESIDENCIES, SAGARA ROAD, COLOMBO 4",Colombo,Colombo,SUPERIOR,2,,,,,,official_tourism,Information for Accommodation.csv,nimacro,Information for Accommodation.csv | Rented Apartments.xlsx
ACC001202,NIMALI HOLIDAY INN,Guest Houses,"AMBAWATTA,ELLA ROAD,WELLAWAYA",Moneragala,,B,10,,,,,,official_tourism,Information for Accommodation.csv,nimali holiday inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC001203,NIPPON INN,Guest Houses,"NO. 466, ARTIGALA ROAD, MEEGODA",Colombo,Homagama Pradeshiya Sabha,A,6,,,,,,official_tourism,Information for Accommodation.csv,nippon inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC001204,NIPPON VILLA BEACH RESORT,Guest Houses,"NO.412/D, GALLE ROAD, WEWALA, HIKKADUWA",Galle,Hikkaduwa,A,26,6.128514,,,,,official_tourism,Information for Accommodation.csv,nippon villa beach resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC001205,NIPUNA REST,Guest Houses,"NO.821,MEEPITIYA,KEGALLE.",Kegalle,Kegalle,A,5,7.251071,,,,,official_tourism,Information for Accommodation.csv,nipuna rest,Guest Houses.xlsx | Information for Accommodation.csv
ACC001206,NIRANA APARTMENT,Rented Apartments,"21, CHAPEL ROAD, NUGEGODA",Colombo,Kotte Muncipal Council,SUPERIOR,2,6.871861,,,,,official_tourism,Information for Accommodation.csv,nirana apartment,Information for Accommodation.csv | Rented Apartments.xlsx
ACC001207,NIRVEGA,Home Stay Units,"30 A/1, 6TH LANE, MORAGALLA, BERUWALA",Kalutara,Kalutara Pradeshiya Sabha,SUPERIOR,5,6.4531363,,,,,official_tourism,Information for Accommodation.csv,nirvega,Home Stay Units.xlsx | Information for Accommodation.csv
ACC001208,NISALA VILLA,Bangalows,"108/6, HAPUGODA, AMBATENNA",Kandy,Harispattuwa Pradeshiya Sabha,DELUXE,3,7.349201,,,,,official_tourism,Information for Accommodation.csv,nisala villa,Bungalows.xlsx | Information for Accommodation.csv
ACC001209,NISELRO HOLIDAY VILLA,Bangalows,"NO. 915A/11, PALLAKELE VILLAGE, KUNDASALE, KANDY",Kandy,Kundasle,DELUXE,4,,,,,,official_tourism,Information for Accommodation.csv,niselro holiday villa,Bungalows.xlsx | Information for Accommodation.csv
ACC001210,NITHILA INN,Guest Houses,"228/J, BANDARAGAMA ROAD, KESBEWA",Colombo,Kesbewa,B,6,6.794258,,,,,official_tourism,Information for Accommodation.csv,nithila inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC001211,NO.26D,Home Stay Units,"26 D, CYRIL JAYASUNDARA MAWATHA, SANGARAJA MAWATHA, KANDY",Kandy,Kandy,STANDARD,5,,,,,,official_tourism,Information for Accommodation.csv,no 26d,Home Stay Units.xlsx | Information for Accommodation.csv
ACC001212,NONAGAMA VILLAGE TOURIST GUEST HOUSE,Guest Houses,"NO 275,TANGALLE ROAD,EKKASSE,AMBALANTOTA",Hambantota,Ambalantota Pradeshiya Sabha,B,7,6.114312,,,,,official_tourism,Information for Accommodation.csv,nonagama village tourist guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC001213,NOOIT GEDACHT CASTLE O VILLA,Guest Houses,"182, MATARA ROAD, UNAWATUNA",Galle,Habaraduwa,A,38,,,,,,official_tourism,Information for Accommodation.csv,nooit gedacht castle o villa,Guest Houses.xlsx | Information for Accommodation.csv
ACC001214,NOOK IN KANDY,Home Stay Units,"220/2, KURUNEGALA ROAD, KATUGASTOTA",Kandy,Kandy,SUPERIOR,2,7.2900773,,,,,official_tourism,Information for Accommodation.csv,nook in kandy,Home Stay Units.xlsx | Information for Accommodation.csv
ACC001215,NORFOLK HERITAGE AIRPORT VILLA,Guest Houses,"55, LION CITY, 5TH LANE, KATUNAYAKE.",Gampaha,Seeduwa,B,5,7.152263,,,,,official_tourism,Information for Accommodation.csv,norfolk heritage airport villa,Guest Houses.xlsx | Information for Accommodation.csv
ACC001216,NORTHWOOD RESIDENCE,Rented Apartments,"NO 414/1, ROMEN PARK, MUDUKATUWA, MARAWILA",Puttalam,Nattandiya Pradeshiya Sabha,SUPERIOR,3,7.391675,,,,,official_tourism,Information for Accommodation.csv,northwood residence,Information for Accommodation.csv | Rented Apartments.xlsx
ACC001217,NORWOOD BUNGALOW,Boutique Villas,"TEA TRAILS,NUWARA ELIYA.",Nuwara Eliya,Nuwara Eliya,,5,6.834541,,,,,official_tourism,Information for Accommodation.csv,norwood bungalow,Boutique Villas.xlsx | Information for Accommodation.csv
ACC001218,NUGASEWANA EDEN GUEST HOUSE AND RESTAURANT,Guest Houses,"""NUGASEWANA"",PALLIKKUDAWA,TANGALLE.",Hambantota,Tangalle Pradeshiya Sabha,B,6,6.017925,,,,,official_tourism,Information for Accommodation.csv,nugasewana eden guest house and restaurant,Guest Houses.xlsx | Information for Accommodation.csv
ACC001219,NUMBER ONE MIRISSA HOTEL,Guest Houses,"NO 1,KOPPARAMULLA,MIRISSA",Matara,Weligama Pradeshiya Sabha,A,9,,,,,,official_tourism,Information for Accommodation.csv,number one mirissa hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC001220,NUMBER TWENTY VILLA,Guest Houses,"NO 20,MIDDLE STREET,FORT,GALLE",Galle,Galle,B,5,,,,,,official_tourism,Information for Accommodation.csv,number twenty villa,Guest Houses.xlsx | Information for Accommodation.csv
ACC001221,OAK-RAY ORCHID REST,Guest Houses,"NO.291, SIRIMAVO BANDARANAYAKE MAWATHA, KANDY",Kandy,Kandy,B,6,,,,,,official_tourism,Information for Accommodation.csv,oak ray orchid rest,Guest Houses.xlsx | Information for Accommodation.csv
ACC001222,OAK RAY TEA BUSH,Tourist Hotels,"PAHALA KADA VEEDIYA,RAMBODA",Nuwara Eliya,Nuwara Eliya,,1,7.057137,,,,,official_tourism,Information for Accommodation.csv,oak ray tea bush,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC001223,OAK RESIDENCIES,Bangalows,"NO. 83/2/1 & 83/2/2, SARATHCHANDRA DIAS MAWATHA, PAMUNUVILA, KIRIBATHGODA",Gampaha,Gampaha,DELUXE,4,6.970955,,,,,official_tourism,Information for Accommodation.csv,oak residencies,Bungalows.xlsx | Information for Accommodation.csv
ACC001224,OASEY HOTEL AND REATAURANT,Guest Houses,"OASEY HOTEL RESTAURANT , GALBADA, INDURUWA.",Galle,Bentota Pradeshiya Sabha,A,18,6.3870994,,,,,official_tourism,Information for Accommodation.csv,oasey hotel and reataurant,Guest Houses.xlsx | Information for Accommodation.csv
ACC001225,OASIS BEACH HOTEL,Guest Houses,"NO.10/26,PORUTOTA ROAD,NEGOMBO",Gampaha,Gampaha,A,6,7.23972,,,,,official_tourism,Information for Accommodation.csv,oasis beach hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC001226,OASIS BEACH RESORT,Tourist Hotels,"31,PORUTOTA ROAD,ETHUKALA,NEGOMBO",Gampaha,Katunayake-Seeduwa,,40,7.239711,,,,,official_tourism,Information for Accommodation.csv,oasis beach resort,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC001227,OASIS GREEN GARDEN TOURISRT GUEST HOUSE,Guest Houses,"UDUGAMPOLAWATTA, PAHALAGAMA, GAMPAHA",Gampaha,Gampaha,A,10,,,,,,official_tourism,Information for Accommodation.csv,oasis green garden tourisrt guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC001228,OCEAN BEACH CLUB,Tourist Hotels,"PATUWATHA,DODANDUWA,HIKADUWA",Galle,Hikkaduwa,,16,6.116199,,,,,official_tourism,Information for Accommodation.csv,ocean beach club,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC001229,OCEAN BEACH HOTEL,Guest Houses,"ARUGAMBAY,POTTUVIL-18",Ampara,Ampara,B,11,,,,,,official_tourism,Information for Accommodation.csv,ocean beach hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC001230,OCEAN BREEZE COLOMBO,Rented Apartments,"APT.8/2, BEN TOWER,#28 RAMAKRISHNA ROAD,WELLAWATTE, COLOMBO.",Colombo,Colombo,STANDARD,2,,,,,,official_tourism,Information for Accommodation.csv,ocean breeze colombo,Information for Accommodation.csv | Rented Apartments.xlsx
ACC001231,OCEAN CREST,Bangalows,"NO:123,GALLE ROAD,AHANGAMA.",Galle,Habaraduwa,DELUXE,8,5.975647,,,,,official_tourism,Information for Accommodation.csv,ocean crest,Bungalows.xlsx | Information for Accommodation.csv
ACC001232,OCEAN DREAMS HOTEL,Guest Houses,"JANISGEWATTA,""ARANWALA"",MATARA RD,AHANGAMA",Galle,Habaraduwa,A,13,5.966579,,,,,official_tourism,Information for Accommodation.csv,ocean dreams hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC001233,OCEAN EDGE SUITES,Classified Hotels( 1-5 Star),"24,10TH LANE,MARINE DRIVE,COLOMBO3",Colombo,Colombo,THREE,78,6.898455,,,,,official_tourism,Information for Accommodation.csv,ocean edge suites,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC001234,OCEAN INN,Home Stay Units,"""OCEAN INN"",NO.166/7,ROBOLGODA,BENTOTA",Galle,Bentota Pradeshiya Sabha,STANDARD,5,,,,,,official_tourism,Information for Accommodation.csv,ocean inn,Home Stay Units.xlsx | Information for Accommodation.csv
ACC001235,OCEAN PEBBLES,Home Stay Units,"24A,,HILL STREET,,DEHIWELA",Colombo,Dehiwala-Mount Lavinia,SUPERIOR,3,6.851297,,,,,official_tourism,Information for Accommodation.csv,ocean pebbles,Home Stay Units.xlsx | Information for Accommodation.csv
ACC001236,OCEAN VIEW TOUR INN,Guest Houses,"NO. 34/4, DE SERAM ROAD, MOUNT LAVINIYA",Colombo,Colombo,A,23,6.839774,,,,,official_tourism,Information for Accommodation.csv,ocean view tour inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC001237,OCEAN VILLA,Guest Houses,"NO. 14, JOHN KEELS HOUSING COMPLEX, PINWATTA, PANADURA",Kalutara,Panadura Pradeshiya Sabha,A,4,6.655353,,,,,official_tourism,Information for Accommodation.csv,ocean villa,Guest Houses.xlsx | Information for Accommodation.csv
ACC001238,OHM FROM OHM,Rented Apartments,"457/18, MILLAGAHA WATTE, NAWALA ROAD, RAJAGIRIYA.",Colombo,Kotte Muncipal Council,SUPERIOR,2,,,,,,official_tourism,Information for Accommodation.csv,ohm from ohm,Information for Accommodation.csv | Rented Apartments.xlsx
ACC001239,OKRIN HOTEL,Tourist Hotels,"NO 110,DETAGAMUWA,KATHARAGAMA",Moneragala,Katharagama,,16,6.400263,,,,,official_tourism,Information for Accommodation.csv,okrin hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC001240,OLANKA HOTEL AND RESTAURANT,Guest Houses,"NO. 9TH LANE, MILE POST, KARUWALAGASWEWA, PUTTLAM",Puttalam,Karuwalagaswewa Pradeshiya,B,8,8.057558,,,,,official_tourism,Information for Accommodation.csv,olanka hotel and restaurant,Guest Houses.xlsx | Information for Accommodation.csv
ACC001241,OLD BRIDGE INN,Guest Houses,"NO.84, COLOMBO ROAD, ALAWWA.",Kegalle,Alawwa Pradeshiya Sabha,B,7,,,,,,official_tourism,Information for Accommodation.csv,old bridge inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC001242,OLD FASHION GUEST HOUSE,Guest Houses,"NO. 18, GAMPAHA ROAD, AMBAGAHAWATTA, MINUWANGODA",Gampaha,Minuwangoda Pradeshiya Sabha,B,5,7.163702,,,,,official_tourism,Information for Accommodation.csv,old fashion guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC001243,OLD REST HOUSE,Guest Houses,"OLD ELLA ROAD,WELLAWAYA",Moneragala,,A,10,6.732293,,,,,official_tourism,Information for Accommodation.csv,old rest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC001244,OLENKA SUNSIDE BEACH HOTEL,Classified Hotels( 1-5 Star),"THALWILA, MODERAWELLA, MARAWILA",Puttalam,Gampaha,TWO,40,7.42604,,,,,official_tourism,Information for Accommodation.csv,olenka sunside beach hotel,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC001245,OLIVE GREEN RESORT,Bangalows,"NO.96,NEW DUTCH BAR ROAD,KALLADY,BATTICALOA.",Batticaloa,Batticaloa,STANDARD,4,7.723162,,,,,official_tourism,Information for Accommodation.csv,olive green resort,Bungalows.xlsx | Information for Accommodation.csv
ACC001246,OLYMPUS PLAZA HOTEL,Tourist Hotels,"NO.75,WELIMADA ROAD,HAPUTALE",Badulla,Haputale,,30,6.766203,,,,,official_tourism,Information for Accommodation.csv,olympus plaza hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC001247,OMEEKA RESTAURANT AND HOTEL,Guest Houses,"509/2A , SUSILARAMA ROAD, MALABE",Colombo,Colombo,A,5,6.901956,,,,,official_tourism,Information for Accommodation.csv,omeeka restaurant and hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC001248,OMEGA REGENCY,Classified Hotels( 1-5 Star),"NO. 324, GALLE ROAD, COLOMBO 06",Colombo,Colombo,ONE,15,6.869123,,,,,official_tourism,Information for Accommodation.csv,omega regency,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC001249,ONAYA GUEST,Home Stay Units,"AKKARAIPATTU ROAD,POTTUVIL-09.",Ampara,Ampara,STANDARD,3,,,,,,official_tourism,Information for Accommodation.csv,onaya guest,Home Stay Units.xlsx | Information for Accommodation.csv
ACC001250,ONLAK,Home Stay Units,"NO 8, NELUMPURA, THELEWALA, RATMALANA",Colombo,Moratuwa,SUPERIOR,4,,,,,,official_tourism,Information for Accommodation.csv,onlak,Home Stay Units.xlsx | Information for Accommodation.csv
ACC001251,OPEN HILL,Home Stay Units,"86/45 KANDY VIEW GARDEN,GEORGE.E.DE SILVA MAWATHA, KANDY",Kandy,Kandy,STANDARD,2,7.2869723,,,,,official_tourism,Information for Accommodation.csv,open hill,Home Stay Units.xlsx | Information for Accommodation.csv
ACC001252,OPEN SKY,Home Stay Units,"NO.34,SAMARAWEERA PLACE,WELIGAMA",Matara,Weligama Pradeshiya Sabha,STANDARD,3,5.9757616,,,,,official_tourism,Information for Accommodation.csv,open sky,Home Stay Units.xlsx | Information for Accommodation.csv
ACC001253,OPULENT RIVER FACE HOTEL,Guest Houses,"NO 166,KOSWATTA ROAD,NAWALA,RAJAGIRIYA",Colombo,Colombo,A,15,6.901552,,,,,official_tourism,Information for Accommodation.csv,opulent river face hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC001254,OREEKA HOTEL,Guest Houses,"NO.482, IVAN DE SILVA MAWATHA, KANDAWALA, KATANA.",Gampaha,Katana Pradeshiya Sabha,B,6,,,,,,official_tourism,Information for Accommodation.csv,oreeka hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC001255,ORIENT HOTEL,Tourist Hotels,"NO.12,DHARMAPALA MAWATHA,BANDARAWELA",Badulla,Bandarawela Pradeshiya Sabha,,35,6.833521,,,,,official_tourism,Information for Accommodation.csv,orient hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC001256,ORIOLE VILLA,Guest Houses,"324,WELLATOTA WATHTHA, KANAHINTOTA,BENTOTA",Galle,Galle,A,10,6.388051,,,,,official_tourism,Information for Accommodation.csv,oriole villa,Guest Houses.xlsx | Information for Accommodation.csv
ACC001257,OSHADEE RIVER SIDE HOTEL,Guest Houses,"BALAWINNA, PALLEBADDA",Ratnapura,Ratnapura,B,9,6.4831592,,,,,official_tourism,Information for Accommodation.csv,oshadee river side hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC001258,OWIN HILL HOMESTAY,Home Stay Units,"""SUCHITHRA"",KUDUGAL PATHANA,KITHAL-ELLA,ELLA",Badulla,Ella Pradeshiya Sabha,STANDARD,1,6.867171,,,,,official_tourism,Information for Accommodation.csv,owin hill homestay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC001259,OWL AND THE PUSSY CAT,Guest Houses,"NO. 788, MATARA ROAD, THALPE,GALLE.",Galle,Habaraduwa,A,16,,,,,,official_tourism,Information for Accommodation.csv,owl and the pussy cat,Guest Houses.xlsx | Information for Accommodation.csv
ACC001260,OZO COLOMBO,Tourist Hotels,"NO 36-38,CLIFFORD PLACE,COLOMBO 04.",Colombo,Colombo,,158,,,,,,official_tourism,Information for Accommodation.csv,ozo colombo,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC001261,OZO KANDY,Classified Hotels( 1-5 Star),"NO31,SARANANKARA ROAD,KANDY",Kandy,Kandy,THREE,122,7.2883697,,,,,official_tourism,Information for Accommodation.csv,ozo kandy,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC001262,P.G.C. RESIDENCE,Bangalows,"271, ELAGOLLA WATTA, HEERASSAGALA, KANDY",Kandy,Gagawata Koralya,DELUXE,5,7.268558,,,,,official_tourism,Information for Accommodation.csv,p g c residence,Bungalows.xlsx | Information for Accommodation.csv
ACC001263,P.T. GARDEN HOTEL,Tourist Hotels,"NO.540A/4,SAMURDHI MAWATHA,WALGAMA,MALWANA",Gampaha,Biyagama Pradeshiya Sabha,,21,6.963166,,,,,official_tourism,Information for Accommodation.csv,p t garden hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC001264,PABASARA GUEST HOUSE,Guest Houses,"PANSAL WATTE, BANGAMA ROAD, AKURESSA",Matara,Akuressa Pradeshiya Sabha,B,5,6.101911,,,,,official_tourism,Information for Accommodation.csv,pabasara guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC001265,PABASARA REST,Guest Houses,"NO. 4/3, KOSWATTA, KIRIBATHGODA, KELANIYA",Gampaha,Kelaniya Pradeshiya Sabha,B,10,6.976251,,,,,official_tourism,Information for Accommodation.csv,pabasara rest,Guest Houses.xlsx | Information for Accommodation.csv
ACC001266,PADDY FIELD VIEW,Home Stay Units,"""SAMAN"",WELLAWAYA ROAD,ELLA",Badulla,Ella Pradeshiya Sabha,STANDARD,5,6.867295,,,,,official_tourism,Information for Accommodation.csv,paddy field view,Home Stay Units.xlsx | Information for Accommodation.csv
ACC001267,PADDY VIEW,Home Stay Units,"51, MAITHRI MW, WATAPULUWA, KANDY",Kandy,Kandy,SUPERIOR,3,,,,,,official_tourism,Information for Accommodation.csv,paddy view,Home Stay Units.xlsx | Information for Accommodation.csv
ACC001268,PADDYFIELD HIDEAWAY,Home Stay Units,"38, WEGIRIYA, HONDIYADENIYA, GAMPOLA",Kandy,Udunuwara Pradeshiya Sabha,DELUXE,4,,,,,,official_tourism,Information for Accommodation.csv,paddyfield hideaway,Home Stay Units.xlsx | Information for Accommodation.csv
ACC001269,PAHAN LANKA FAMILY RESTURANT,Guest Houses,"MILLAGAS JUNCTION,PANNIPITIYA,WASKADUWA",Kalutara,Kalutara Pradeshiya Sabha,B,6,,,,,,official_tourism,Information for Accommodation.csv,pahan lanka family resturant,Guest Houses.xlsx | Information for Accommodation.csv
ACC001270,PAIVAS CITY HOTEL,Guest Houses,"NO. 37, YATINUWARA VEEDIYA, KANDY",Kandy,Kandy,A,5,7.293828,,,,,official_tourism,Information for Accommodation.csv,paivas city hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC001271,PALACE MIRISSA,Guest Houses,"KOPPARAMULLA,MIRISSA.",Matara,Weligama Pradeshiya Sabha,A,13,5.94293,,,,,official_tourism,Information for Accommodation.csv,palace mirissa,Guest Houses.xlsx | Information for Accommodation.csv
ACC001272,PALM BEACH HOTEL,Classified Hotels( 1-5 Star),"NO. 52, DE SERAM ROAD, MOUNT LAVINIA",Colombo,Dehiwala-Mount Lavinia,ONE,43,6.836241,,,,,official_tourism,Information for Accommodation.csv,palm beach hotel,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
