accommodation_id,name,type,address,district,city,grade,rooms,latitude,longitude,telephone,email,website,source,source_file,name_key,all_source_files
ACC000001,135 VILLA,Home Stay Units,"NO.135, HEERESSAGALA ROAD,KANDY",Kandy,Kandy,STANDARD,2,,,,,,official_tourism,Information for Accommodation.csv,135 villa,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000002,15 L M D,Bangalows,"NO 87, LADY MANNING DRIVE , BATTICALOA",Batticaloa,Batticaloa,STANDARD,4,,,,,,official_tourism,Information for Accommodation.csv,15 l m d,Bungalows.xlsx | Information for Accommodation.csv
ACC000003,1ST CHOICE,Bangalows,"9/1, FIRST LANE, RATMALANA, MOUNT LAVINIA",Colombo,Dehiwala-Mount Lavinia,STANDARD,5,6.819636,,,,,official_tourism,Information for Accommodation.csv,1st choice,Bungalows.xlsx | Information for Accommodation.csv
ACC000004,218 HOLIDAY RESORT,Bangalows,218-KETAWALA-LEWLA(VIA KANDY),Kandy,Kandy,STANDARD,3,7.258813,,,,,official_tourism,Information for Accommodation.csv,218 holiday resort,Bungalows.xlsx | Information for Accommodation.csv
ACC000005,25 RAMPART STREET,Bangalows,"NO.25, RAMPART STRET, FORT, GALLE.",Galle,Galle,DELUXE,4,,,,,,official_tourism,Information for Accommodation.csv,25 rampart street,Bungalows.xlsx | Information for Accommodation.csv
ACC000006,"34/1/1, SUMANARAMA",Home Stay Units,"34/1/1, SUMANARAMA ROAD, MOUNT LAVINIA",Colombo,Dehiwala-Mount Lavinia,STANDARD,5,6.840153,,,,,official_tourism,Information for Accommodation.csv,34 1 1 sumanarama,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000007,42 LIGHT HOUSE STREET,Bangalows,"42, LIGHTHOUSE STREET, GALLE",Galle,Galle,DELUXE,4,6.027748,,,,,official_tourism,Information for Accommodation.csv,42 light house street,Bungalows.xlsx | Information for Accommodation.csv
ACC000008,51 BUNGALOW,Bangalows,"51,QUINTIN FERNANDO MAWATHA,NEGOMBO",Gampaha,,DELUXE,2,,,,,,official_tourism,Information for Accommodation.csv,51 bungalow,Bungalows.xlsx | Information for Accommodation.csv
ACC000009,5TH LANE HOUSE,Bangalows,"51/1A, FIFTH LANE COLOMBO 3.",Colombo,Colombo,DELUXE,4,6.904586,,,,,official_tourism,Information for Accommodation.csv,5th lane house,Bungalows.xlsx | Information for Accommodation.csv
ACC000010,7TH HILL,Home Stay Units,"KIRIMETIYA GEDARA,KITHAL-ELLA,ELLA",Badulla,Ella Pradeshiya Sabha,STANDARD,3,6.868833,,,,,official_tourism,Information for Accommodation.csv,7th hill,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000011,9 A,Home Stay Units,"9A, UPPER DICKSON ROAD, GALLE",Galle,Galle,SUPERIOR,1,,,,,,official_tourism,Information for Accommodation.csv,9 a,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000012,98 ACRES RESORT,Tourist Hotels,"UVA GREENLANDS ESTATE,NAMUNUKULA ROAD,ELLA",Badulla,Ella Pradeshiya Sabha,,28,6.8712053,,,,,official_tourism,Information for Accommodation.csv,98 acres resort,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000013,A-PRIMA TOURIST HOTEL,Guest Houses,"173,ST SEBESTIAN ROAD,KATUKURUNDA-KALUTARA",Kalutara,Kalutara Pradeshiya Sabha,A,8,6.563892,,,,,official_tourism,Information for Accommodation.csv,a prima tourist hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000014,A WAYFARERS INN,Home Stay Units,"77, ROSMEAD PLACE, COLOMBO 07",Colombo,Colombo,SUPERIOR,4,,,,,,official_tourism,Information for Accommodation.csv,a wayfarers inn,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000015,A9 SPOT,Guest Houses,"158,A9 ROAD,THONDAMAN NAGAR, KILINOCHCHI.",Kilinochchi,Karachchi,A,8,9.360176,,,,,official_tourism,Information for Accommodation.csv,a9 spot,Guest Houses.xlsx | Information for Accommodation.csv
ACC000016,AANA,Guest Houses,"225 A9 RD KANAGARAYANKULAM ,VAVUNIA",Vavuniya,Vavuniya,B,10,,,,,,official_tourism,Information for Accommodation.csv,aana,Guest Houses.xlsx | Information for Accommodation.csv
ACC000017,AARA RESIDENCES,Bangalows,"9/4, DE SERAM ROAD, MOUNT LAVINIA",Colombo,Colombo,SUPERIOR,4,,,,,,official_tourism,Information for Accommodation.csv,aara residences,Bungalows.xlsx | Information for Accommodation.csv
ACC000018,AARYA HOTEL,Guest Houses,"KOLONGALLA ESTATE,RANDENIYA,HIRIWADUNNA",Kegalle,Kegalle,A,7,7.272594,,,,,official_tourism,Information for Accommodation.csv,aarya hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000019,"AARYA LAGOON ,KALPITIYA",Guest Houses,"KALPITIYA ROAD,MAMPURI",Puttalam,Kalpitiya Pradeshiya Sabha,A,5,7.995629,,,,,official_tourism,Information for Accommodation.csv,aarya lagoon kalpitiya,Guest Houses.xlsx | Information for Accommodation.csv
ACC000020,ABERDEEN RANGE HOLIDAY HOME,Bangalows,"RANJIRAWA, GINIGATHHENA",Nuwara Eliya,Nuwara Eliya,SUPERIOR,3,6.996841,,,,,official_tourism,Information for Accommodation.csv,aberdeen range holiday home,Bungalows.xlsx | Information for Accommodation.csv
ACC000021,ABEYS VILLA,Bangalows,"140, GALLE ROAD,PINWATTE,PANADURA",Kalutara,Panadura Pradeshiya Sabha,DELUXE,5,6.686462,,,,,official_tourism,Information for Accommodation.csv,abeys villa,Bungalows.xlsx | Information for Accommodation.csv
ACC000022,ACME GUEST HOUSE,Guest Houses,"NO.90,POLONNARUWA ROAD,HABARANA",Polonnaruwa,Polonnaruwa,B,5,,,,,,official_tourism,Information for Accommodation.csv,acme guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000023,ADITYA,Boutique Hotels,"719/1, GALLE ROAD, DEVENIGODA,RATHGAMA",Galle,Galle Divisional Secretariat,,12,6.094732,,,,,official_tourism,Information for Accommodation.csv,aditya,Boutique Hotels.xlsx | Information for Accommodation.csv
ACC000024,ADS BUNGALOW,Bangalows,"NO.156/14, 2ND STAGE, ANDAGALA ESTATE, BAMUNUGEDARA, KURUNEGALA.",Kurunegala,Kurunegala,SUPERIOR,5,7.504404,,,,,official_tourism,Information for Accommodation.csv,ads bungalow,Bungalows.xlsx | Information for Accommodation.csv
ACC000025,AHANGAMA EASY BEACH,Guest Houses,"NO.12,AHANGAMA GALLE.",Galle,Habaraduwa,A,8,,,,,,official_tourism,Information for Accommodation.csv,ahangama easy beach,Guest Houses.xlsx | Information for Accommodation.csv
ACC000026,AIDA HOTEL-INDURUWA,Tourist Hotels,"NO.798,GALLE ROAD,YALEGAMA,INDURUWA",Galle,Bentota Pradeshiya Sabha,,10,,,,,,official_tourism,Information for Accommodation.csv,aida hotel induruwa,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000027,AIDA HOTEL,Tourist Hotels,"NO.12A,MANGALA MAWATHA,BENTOTA",Galle,Bentota Pradeshiya Sabha,,34,6.4245209,,,,,official_tourism,Information for Accommodation.csv,aida hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000028,AIR LINK REST INN,Guest Houses,"NO. 580, NEGOMBO ROAD, SEEDUWA",Gampaha,Katunayake-Seeduwa,A,15,7.12633,,,,,official_tourism,Information for Accommodation.csv,air link rest inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC000029,AIRPORT CITY HUB HOTEL,Guest Houses,"NO 3/C, GANGARAMA ROAD, KOVINNA, ADIAMBALAMA. KATUNAYAKE",Gampaha,Katana Pradeshiya Sabha,A,22,7.179248,,,,,official_tourism,Information for Accommodation.csv,airport city hub hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000030,AIRPORT NEAR REST,Rented Homes,"245/31, CHURCH ROAD, RANAWIRU MAWATHA, LIYANAGEMULLA, SEEDUWA",Gampaha,Seeduwa,STANDARD,1,7.1366583,,,,,official_tourism,Information for Accommodation.csv,airport near rest,Information for Accommodation.csv | Rented Homes.xlsx
ACC000031,AIRPORT VILLA,Bangalows,"LIVER BROTHER ROAD, LIYANAGEMULLA ROAD, SEEDUWA",Gampaha,Seeduwa,DELUXE,5,7.142227,,,,,official_tourism,Information for Accommodation.csv,airport villa,Bungalows.xlsx | Information for Accommodation.csv
ACC000032,AJITH PUTHA GRAND,Guest Houses,"IRATTAKULAMA ROAD,MADAMPE.",Puttalam,Puttalam Pradeshiya Sabha,A,6,,,,,,official_tourism,Information for Accommodation.csv,ajith putha grand,Guest Houses.xlsx | Information for Accommodation.csv
ACC000033,AKKARA DAHAYA,Bangalows,"VICTORS LAND, KIRIWELDOLA RD, BATAYAYA, DENIYAYA",Matara,Matara,DELUXE,3,6.358469,,,,,official_tourism,Information for Accommodation.csv,akkara dahaya,Bungalows.xlsx | Information for Accommodation.csv
ACC000034,ALBANY NUWARA ELIYA,Bangalows,"11/4, UPPER LAKE ROAD, NUWARA ELIYA",Nuwara Eliya,Nuwara Eliya,DELUXE,4,6.969254,,,,,official_tourism,Information for Accommodation.csv,albany nuwara eliya,Bungalows.xlsx | Information for Accommodation.csv
ACC000035,ALEX HOME STAY,Home Stay Units,"255/23C, DR. C.D.L.FERNANDO MW, KATUGASTOTA ROAD, KANDY.",Kandy,Kandy,SUPERIOR,1,7.31143,,,,,official_tourism,Information for Accommodation.csv,alex home stay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000036,ALIYA RESORT & SPA,Tourist Hotels,"AUDANGAWA,KIMBISSA,SIGIRIYA.",Matale,Dambulla Pradeshiya Sabha,,96,7.9991963,,,,,official_tourism,Information for Accommodation.csv,aliya resort spa,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000037,ALL IN ONE REST,Guest Houses,"INNER ROAD,KILLINOCHCHI",Kilinochchi,Jaffna,B,5,,,,,,official_tourism,Information for Accommodation.csv,all in one rest,Guest Houses.xlsx | Information for Accommodation.csv
ACC000038,ALLSPICE VILLA,Bangalows,"730A, KOTTE ROAD, ETHUL KOTTE",Colombo,Sri Jayawardenapura-Kotte,DELUXE,4,6.895521,,,,,official_tourism,Information for Accommodation.csv,allspice villa,Bungalows.xlsx | Information for Accommodation.csv
ACC000039,ALMAMALI HOTEL,Guest Houses,"HEDAKETIYA,ANGUNUKOLAPELESSA",Hambantota,Batticaloa,B,12,6.164142,,,,,official_tourism,Information for Accommodation.csv,almamali hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000040,ALOHA CABANAS,Guest Houses,"SINNA ULLAI,ARUGAMBAY",Ampara,Ampara,B,10,6.845218,,,,,official_tourism,Information for Accommodation.csv,aloha cabanas,Guest Houses.xlsx | Information for Accommodation.csv
ACC000041,ALPINE HOTEL,Tourist Hotels,"NO.4 ,HADDON HILL ROAD,NUWARAELIYA",Nuwara Eliya,Nuwara Eliya,,25,6.9625923,,,,,official_tourism,Information for Accommodation.csv,alpine hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000042,ALPINE RIDGE APARTMENT,Rented Apartments,"8/8 A, PITAKANDA ROAD, ARUPPOLA, KANDY",Kandy,Kandy,STANDARD,4,,,,,,official_tourism,Information for Accommodation.csv,alpine ridge apartment,Information for Accommodation.csv | Rented Apartments.xlsx
ACC000043,ALTA ITALIAN GUEST HOUSE AND RESTAURANT,Guest Houses,"NO 36,PORUTHOTA,ETHTHUKALA,NEGOMBO",Gampaha,Gampaha,B,5,,,,,,official_tourism,Information for Accommodation.csv,alta italian guest house and restaurant,Guest Houses.xlsx | Information for Accommodation.csv
ACC000044,AMAARA FOREST HOTEL,Tourist Hotels,"NO:115,INDIGASWEWA,SIGIRIYA.",Matale,Dambulla Pradeshiya Sabha,,40,8.000994,,,,,official_tourism,Information for Accommodation.csv,amaara forest hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000045,AMAARA SKY HOTEL,Tourist Hotels,"72/22, A. B. DAMUNUPOLA MAWATHA, KANDY.",Kandy,Kandy,,12,7.292234,,,,,official_tourism,Information for Accommodation.csv,amaara sky hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000046,AMAGI BEACH,Guest Houses,"BEACH ROAD,MARAWILA",Puttalam,Puttalam Pradeshiya Sabha,A,10,7.414444,,,,,official_tourism,Information for Accommodation.csv,amagi beach,Guest Houses.xlsx | Information for Accommodation.csv
ACC000047,AMAGI LAGOON RESORT AND SPA,Tourist Hotels,"640/82,COLOMBO ROAD,KURANA,NEGAMBO",Gampaha,Negombo,,22,7.190497,,,,,official_tourism,Information for Accommodation.csv,amagi lagoon resort and spa,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000048,AMAL VILLA,Guest Houses,"ROBOLGODA,BENTHOTA",Galle,Bentota Pradeshiya Sabha,A,7,6.411774,,,,,official_tourism,Information for Accommodation.csv,amal villa,Guest Houses.xlsx | Information for Accommodation.csv
ACC000049,AMALI HOME STAY,Rented Apartments,"258/C, BOWALAWATTE, KANDY",Kandy,Kandy,STANDARD,1,7.259649,,,,,official_tourism,Information for Accommodation.csv,amali home stay,Information for Accommodation.csv | Rented Apartments.xlsx
ACC000050,AMALI RESIDANCE,Bangalows,"62/10, OLD KOTTAWA ROAD, DABARE ROAD, MIRIHANA, NUGEGODA",Colombo,Kotte Muncipal Council,DELUXE,5,,,,,,official_tourism,Information for Accommodation.csv,amali residance,Bungalows.xlsx | Information for Accommodation.csv
ACC000051,AMALOH BY JETWING,Tourist Hotels,"NO.39/6,1ST CROSS ROAD,POLHENA,MATARA.",Matara,Matara,,21,5.939338,,,,,official_tourism,Information for Accommodation.csv,amaloh by jetwing,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000052,AMALYA REACH RESORT,Guest Houses,"NO. 556, MORAGAHAHENA ROAD, PITIPANA NORTH, HOMAGAMA",Colombo,Homagama Pradeshiya Sabha,A,16,6.840281,,,,,official_tourism,Information for Accommodation.csv,amalya reach resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000053,AMANDA HILLS KANDY,Guest Houses,"65, SARANANKARA ROAD, KANDY",Kandy,Kandy,B,12,7.287181,,,,,official_tourism,Information for Accommodation.csv,amanda hills kandy,Guest Houses.xlsx | Information for Accommodation.csv
ACC000054,AMANDRO VILLA,Home Stay Units,"62/3,MALLABOKKA ROAD, HETTIMULLA, BERUWALA",Kalutara,Kalutara Pradeshiya Sabha,DELUXE,3,,,,,,official_tourism,Information for Accommodation.csv,amandro villa,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000055,AMANGALLE,Boutique Hotels,"NO. 10 CHURCH ROAD, GALLE",Galle,Galle Divisional Secretariat,,28,6.028977,,,,,official_tourism,Information for Accommodation.csv,amangalle,Boutique Hotels.xlsx | Information for Accommodation.csv
ACC000056,AMANWELLA,Boutique Hotels,"WELLAWATURA, GODELLAWELA, TANGALLE",Hambantota,Tangalle Divisional Secretariat,,30,6.006174,,,,,official_tourism,Information for Accommodation.csv,amanwella,Boutique Hotels.xlsx | Information for Accommodation.csv
ACC000057,AMARANTHE BAY RESORTS & SPA,Tourist Hotels,"NO.101,ALLES GARDEN ROAD,UPPUVELI,TRINCOMALEE",Trincomalee,Trincomalee,,27,8.618238,,,,,official_tourism,Information for Accommodation.csv,amaranthe bay resorts spa,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000058,AMARI GALLE,Tourist Hotels,"523C-446,COLOMBO ROAD,GINTHOTA,GALLE.",Galle,Galle,,172,6.052113,,,,,official_tourism,Information for Accommodation.csv,amari galle,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000059,AMAYA BEACH PASSIKUDAH,Tourist Hotels,"NATIONAL HOLIDAY RESORT, PASSIKUDAH, KALKUDAH",Batticaloa,Kalkudha,,126,7.925952,,,,,official_tourism,Information for Accommodation.csv,amaya beach passikudah,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000060,AMAYA BUNGALOW,Bangalows,"258, BOWALAWATTA,KANDY",Kandy,Kandy,DELUXE,8,,,,,,official_tourism,Information for Accommodation.csv,amaya bungalow,Bungalows.xlsx | Information for Accommodation.csv
ACC000061,AMAYA HILLS,Classified Hotels( 1-5 Star),"P.O. BOX. 16, HEERASSAGALA, KANDY",Kandy,Kandy,FOUR,100,7.259008,,,,,official_tourism,Information for Accommodation.csv,amaya hills,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000062,AMAYA LAKE,Classified Hotels( 1-5 Star),"P.O. BOX. 12, KANDALAMA, DAMBULLA",Matale,Matale,FOUR,92,7.891526,,,,,official_tourism,Information for Accommodation.csv,amaya lake,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000063,AMBA AYURVEDA BOUTIQUE HOTEL,Guest Houses,"704, WALAGEDARA, GALLE ROAD,BALAPITIYA",Galle,balapitiya,A,6,,,,,,official_tourism,Information for Accommodation.csv,amba ayurveda boutique hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000064,AMBA VILLA,Home Stay Units,"26/A, NITHULEMADU, RAJAWELLA, DIGANA, KANDY",Kandy,Kandy,DELUXE,2,7.255355,,,,,official_tourism,Information for Accommodation.csv,amba villa,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000065,AMBALAMA LEISURE LOUNGE,Tourist Hotels,"IHALA HANWELLA,HANWELLA",Colombo,Colombo,,14,6.912643,,,,,official_tourism,Information for Accommodation.csv,ambalama leisure lounge,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000066,AMBALAMA VILLA,Bangalows,"596, MATARA ROAD, DALAWELLA, UNAWATUNA",Galle,Habaraduwa,DELUXE,4,6.00147,,,,,official_tourism,Information for Accommodation.csv,ambalama villa,Bungalows.xlsx | Information for Accommodation.csv
ACC000067,AMBANWALA TOURIST BUNGALOW,Bangalows,"NO 56 AMBANWALA WALAWWA,AMBANWALA,WELAMBODA",Kandy,Uhana Pradeshiya Sabha,STANDARD,4,7.216776,,,,,official_tourism,Information for Accommodation.csv,ambanwala tourist bungalow,Bungalows.xlsx | Information for Accommodation.csv
ACC000068,AMBASEVANA WALAUWA,Guest Houses,"ARANAYAKE ROAD,USSAPITIYA,KEGALLE.",Kegalle,Kegalle,A,7,7.248193,,,,,official_tourism,Information for Accommodation.csv,ambasevana walauwa,Guest Houses.xlsx | Information for Accommodation.csv
ACC000069,AMBASEWANA MANSION,Bangalows,"NO 05, THOTAMUNA ROAD, THOTAMUNA, MATARA",Matara,Matara,DELUXE,4,5.944455,,,,,official_tourism,Information for Accommodation.csv,ambasewana mansion,Bungalows.xlsx | Information for Accommodation.csv
ACC000070,AMBEPUSSA REST HOUSE,Guest Houses,"AMBEPUSSA, WARAKAPOLA",Kegalle,Kegalle,A,6,,,,,,official_tourism,Information for Accommodation.csv,ambepussa rest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000071,AMERICAN STAR HOTEL,Guest Houses,"NO.126/3,BADULLA ROAD,MAHAGASTOTA JUNCTION,NUWARA-ELIYA",Nuwara Eliya,Nuwara Eliya,A,15,,,,,,official_tourism,Information for Accommodation.csv,american star hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000072,AMICO RESTAURANT AND GUEST HOUSE,Guest Houses,"NO. 138/1, GAMPOLA ROAD, NAWALAPITIYA.",Kandy,Pasbage Korale Pradeshiya Sabha,B,5,,,,,,official_tourism,Information for Accommodation.csv,amico restaurant and guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000073,AMIGO'S STUDIO APARTMENT.,Home Stay Units,"NO.148/29,KANDY VIEW GARDEN,GEORGE E DE SILVA MAWATHA,KANDY.",Kandy,Gagawata Koralya,STANDARD,1,,,,,,official_tourism,Information for Accommodation.csv,amigo s studio apartment,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000074,AMILA GUEST HOUSE,Guest Houses,"NO 5,LOVE LANE.CROSS ROAD,UPPUWELI,TRINCOMALEE",Trincomalee,Trincomalee,C,5,8.594559,,,,,official_tourism,Information for Accommodation.csv,amila guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000075,AMPERSAND,Home Stay Units,"WELIHELAGAMA ROAD, ELLAGAMA,DIYATALAWA",Badulla,Badulla,DELUXE,6,6.8200009,,,,,official_tourism,Information for Accommodation.csv,ampersand,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000076,AMRITA,Home Stay Units,"36, POLWATTHA, AMPITIYA, KANDY.",Kandy,Kandy,SUPERIOR,3,7.268781,,,,,official_tourism,Information for Accommodation.csv,amrita,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000077,AMUURA BEACH HOUSE,Home Stay Units,"NO.36, MARADANA ROAD, BANDARAWATTA, BERUWALA.",Kalutara,Beruwala Pradeshiya Sabha,SUPERIOR,5,6.469276,,,,,official_tourism,Information for Accommodation.csv,amuura beach house,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000078,ANANDA AYURVEDA RESORT,Guest Houses,"HIDDARUWA, MIDDLE ROAD, KOSGODA",Galle,balapitiya,A,13,,,,,,official_tourism,Information for Accommodation.csv,ananda ayurveda resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000079,ANANTAMAA HOTEL,Tourist Hotels,"NO.07(42),ALLES GARDEN,UPPUVELI,TRINCOMALEE",Trincomalee,Uppuveli Trinco Malee,,50,8.615049,,,,,official_tourism,Information for Accommodation.csv,anantamaa hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000080,ANANTARA KALUTARA RESORT,Tourist Hotels,"ST. SEBASTIAN'S ROAD, KATUKURUNDA, KALUTARA",Kalutara,Kalutara Pradeshiya Sabha,,141,6.5659178,,,,,official_tourism,Information for Accommodation.csv,anantara kalutara resort,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000081,ANANTARA PEACE HEAVEN RESORT,Classified Hotels( 1-5 Star),"GOYAMBOKKA ESTATE,TANGALLE",Hambantota,Hambantota,FIVE,152,6.012477,,,,,official_tourism,Information for Accommodation.csv,anantara peace heaven resort,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000082,ANANTAYA RESORT & SPA,Classified Hotels( 1-5 Star),"COCOUNT BOARD ROAD,PASSEKUDAH,KALKUDAH",Batticaloa,Batticaloa,FIVE,51,7.9315158,,,,,official_tourism,Information for Accommodation.csv,anantaya resort spa,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000083,ANANTAYA RESORT & SPA,Tourist Hotels,"KAURKUPONE, BANGADENIYA,CHILAW.",Puttalam,AKKARAIPATTU,,74,7.634506,,,,,official_tourism,Information for Accommodation.csv,anantaya resort spa,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000084,ANARVA - SIDDHALEPA,Tourist Hotels,"348, GALLE ROAD, MOUNT LAVINIA",Colombo,Colombo,,98,6.833158,,,,,official_tourism,Information for Accommodation.csv,anarva siddhalepa,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000085,ANCOOMBRA HOLIDAY BUNGALOW,Bangalows,"392, MAIN STREET, MATALE",Kandy,Kandy,DELUXE,4,,,,,,official_tourism,Information for Accommodation.csv,ancoombra holiday bungalow,Bungalows.xlsx | Information for Accommodation.csv
ACC000086,ANGEL TOWER,Bangalows,"NO 78/8A ,2ND LANE, HEERASSAGALA, KANDY,HEERASSAGALA ROAD,KANDY",Kandy,Kandy,SUPERIOR,4,7.290572,,,,,official_tourism,Information for Accommodation.csv,angel tower,Bungalows.xlsx | Information for Accommodation.csv
ACC000087,ANGEL VILLA,Home Stay Units,"17/10,MARAKKALAWATTE, 12070, BERUWALA",Kalutara,Beruwala Pradeshiya Sabha,SUPERIOR,2,6.473838,,,,,official_tourism,Information for Accommodation.csv,angel villa,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000088,ANI VILLAS,Tourist Hotels,"KALUKATIYAWATTA,MALIYADDA,DICKWELLA",Matara,Dickwella,,15,5.9571,,,,,official_tourism,Information for Accommodation.csv,ani villas,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000089,ANILANA-EASTERN DEVELOPMENT ENTERPRISES,Tourist Hotels,"NO.14,TOURISM DEVELOPMENT ZONE,PASSIKUDHA,KALKUDHA.",Batticaloa,Batticaloa,,47,7.925871,,,,,official_tourism,Information for Accommodation.csv,anilana eastern development enterprises,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000090,ANILANA HOTEL AND PROPERTIES LTD,Tourist Hotels,"NO.1508, WARD NO.04, IRAKKANDI, NILAVELI",Trincomalee,Kuchchaveli,,54,8.7071,,,,,official_tourism,Information for Accommodation.csv,anilana hotel and properties ltd,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000091,ANKINDA LUXURIOUS VILLA,Bangalows,"293/11M, SURAMYA PLACE, GORAKAPOLA, PANADURA",Kalutara,Panadura Pradeshiya Sabha,DELUXE,4,6.740224,,,,,official_tourism,Information for Accommodation.csv,ankinda luxurious villa,Bungalows.xlsx | Information for Accommodation.csv
ACC000092,ANNIEWATTE APARTMENTS,Home Stay Units,"37/8, ANNIEWATTE ROAD, KANDY.",Kandy,Kandy,SUPERIOR,2,,,,,,official_tourism,Information for Accommodation.csv,anniewatte apartments,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000093,ANNIWATTE COTTAGE,Rented Apartments,"4/36, PITAKANDA ROAD, ANNIWATTE, KANDY",Kandy,Kandy,SUPERIOR,2,7.287361,,,,,official_tourism,Information for Accommodation.csv,anniwatte cottage,Information for Accommodation.csv | Rented Apartments.xlsx
ACC000094,ANON REST,Guest Houses,"YAPAGAMA, MATALE ROAD, DAMBULLA",Matale,Dambulla Pradeshiya Sabha,A,18,7.846443,,,,,official_tourism,Information for Accommodation.csv,anon rest,Guest Houses.xlsx | Information for Accommodation.csv
ACC000095,ANOTHER WORLD,Home Stay Units,"ARUGAMBAY,POTTUVIL.",Ampara,Ampara,STANDARD,4,,,,,,official_tourism,Information for Accommodation.csv,another world,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000096,ANYAA LIFESTYLE,Bangalows,"HELENA MAWATHA, WENNAPUWA.",Puttalam,Wennappuwa Pradeshiya Sabha,SUPERIOR,4,7.337334,,,,,official_tourism,Information for Accommodation.csv,anyaa lifestyle,Bungalows.xlsx | Information for Accommodation.csv
ACC000097,APA VILLA,Boutique Villas,"78TH MILE POST, MATARA ROAD, THALPE",Galle,Galle,,5,6.04173,,,,,official_tourism,Information for Accommodation.csv,apa villa,Boutique Villas.xlsx | Information for Accommodation.csv
ACC000098,APPAS BREEZY HOME STAY,Bangalows,"15, PUTHU MUGATHUWARAM,BATTICALOA",Batticaloa,Batticaloa,STANDARD,2,7.730997,,,,,official_tourism,Information for Accommodation.csv,appas breezy home stay,Bungalows.xlsx | Information for Accommodation.csv
ACC000099,APSARA RESORT,Guest Houses,"539,KANDY ROAD,MALWATTA, NITTAMBUWA.",Gampaha,Attanagalla Pradeshiya Sabha,A,10,7.133494,,,,,official_tourism,Information for Accommodation.csv,apsara resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000100,APSARA,Bangalows,"332, WELIPENNA ROAD, ALUTHGAMA",Kalutara,Aluthgama,DELUXE,3,6.433525,,,,,official_tourism,Information for Accommodation.csv,apsara,Bungalows.xlsx | Information for Accommodation.csv
ACC000101,AQUA BEACH,Bangalows,"GURUPOKUNA, HUNGAMA.",Hambantota,Tangalle Pradeshiya Sabha,SUPERIOR,4,,,,,,official_tourism,Information for Accommodation.csv,aqua beach,Bungalows.xlsx | Information for Accommodation.csv
ACC000102,AQUA INNS,Guest Houses,"NO.12,ALLES GARDEN,SAMBALTHIVE,TRINCOMLEE",Trincomalee,Trincomalee,A,31,,,,,,official_tourism,Information for Accommodation.csv,aqua inns,Guest Houses.xlsx | Information for Accommodation.csv
